#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NC_016856.1:4084746-4086116|- -            457 47034at91347         -            399  1.6e-197  654.4   0.7   1   1  4.5e-200  1.9e-197  654.1   0.7     1   394     7   443     7   454 0.92 NC_016856.1_3845 # 4084746 # 4086116 # -1 # ID=1_3845;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.527
NC_016856.1:266110-267135|+   -            342 47034at91347         -            399   1.1e-06   25.9  18.1   1   2   2.4e-08     1e-05   22.7  13.8   227   385   109   257   104   266 0.81 NC_016856.1_226 # 266110 # 267135 # 1 # ID=1_226;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.519
NC_016856.1:266110-267135|+   -            342 47034at91347         -            399   1.1e-06   25.9  18.1   2   2     0.034        14    2.5   0.2   224   260   255   292   252   296 0.80 NC_016856.1_226 # 266110 # 267135 # 1 # ID=1_226;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.519
NC_016856.1:3586340-3586894|+ -            185 47034at91347         -            399   2.4e-06   24.8   4.6   1   2    0.0004      0.17    8.9   0.2   248   297    15    66    13    72 0.59 NC_016856.1_3380 # 3586340 # 3586894 # 1 # ID=1_3380;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.510
NC_016856.1:3586340-3586894|+ -            185 47034at91347         -            399   2.4e-06   24.8   4.6   2   2   8.5e-07   0.00036   17.7   0.7   228   279    81   132    75   180 0.86 NC_016856.1_3380 # 3586340 # 3586894 # 1 # ID=1_3380;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.510
NC_016856.1:2249033-2249521|- -            163 47034at91347         -            399   1.2e-05   22.5   4.1   1   2    0.0037       1.6    5.7   0.1   223   262    59   100    40   107 0.66 NC_016856.1_2161 # 2249033 # 2249521 # -1 # ID=1_2161;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.562
NC_016856.1:2249033-2249521|- -            163 47034at91347         -            399   1.2e-05   22.5   4.1   2   2     6e-07   0.00025   18.2   0.8   230   265   111   146   103   158 0.89 NC_016856.1_2161 # 2249033 # 2249521 # -1 # ID=1_2161;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.562
NC_016856.1:249994-250818|-   -            275 47034at91347         -            399   5.2e-05   20.4   0.4   1   1   1.6e-07   6.9e-05   20.0   0.4   310   392   133   218   103   223 0.79 NC_016856.1_213 # 249994 # 250818 # -1 # ID=1_213;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.541
NC_016856.1:1858517-1859425|- -            303 47034at91347         -            399    0.0012   15.9   0.1   1   3   0.00018     0.077   10.0   0.0     3    38    12    50    10    74 0.75 NC_016856.1_1758 # 1858517 # 1859425 # -1 # ID=1_1758;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.495
NC_016856.1:1858517-1859425|- -            303 47034at91347         -            399    0.0012   15.9   0.1   2   3     0.018       7.6    3.4   0.0    53    90   104   141    78   187 0.74 NC_016856.1_1758 # 1858517 # 1859425 # -1 # ID=1_1758;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.495
NC_016856.1:1858517-1859425|- -            303 47034at91347         -            399    0.0012   15.9   0.1   3   3      0.95     4e+02   -2.2   0.0   161   184   237   260   214   274 0.83 NC_016856.1_1758 # 1858517 # 1859425 # -1 # ID=1_1758;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.495
NC_016856.1:2224902-2225675|- -            258 47034at91347         -            399    0.0042   14.2   0.1   1   2     4e-05     0.017   12.1   0.0     2    41     3    45     2    62 0.87 NC_016856.1_2139 # 2224902 # 2225675 # -1 # ID=1_2139;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.434
NC_016856.1:2224902-2225675|- -            258 47034at91347         -            399    0.0042   14.2   0.1   2   2      0.26   1.1e+02   -0.4   0.0    55    86    97   129    74   154 0.76 NC_016856.1_2139 # 2224902 # 2225675 # -1 # ID=1_2139;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.434
NC_016856.1:3090982-3091692|- -            237 47034at91347         -            399     0.005   13.9   0.0   1   1   1.8e-05    0.0074   13.3   0.0     3    37    11    45     9    58 0.91 NC_016856.1_2922 # 3090982 # 3091692 # -1 # ID=1_2922;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.575
