#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NC_011205.1:4099611-4100981|- -            457 47034at91347         -            399  1.1e-197  654.9   0.6   1   1  3.1e-200  1.3e-197  654.6   0.6     1   394     7   443     7   454 0.92 NC_011205.1_3924 # 4099611 # 4100981 # -1 # ID=1_3924;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.531
NC_011205.1:266244-267269|+   -            342 47034at91347         -            399   1.1e-06   25.9  18.1   1   2   2.4e-08     1e-05   22.7  13.8   227   385   109   257   104   266 0.81 NC_011205.1_228 # 266244 # 267269 # 1 # ID=1_228;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.519
NC_011205.1:266244-267269|+   -            342 47034at91347         -            399   1.1e-06   25.9  18.1   2   2     0.034        14    2.5   0.2   224   260   255   292   252   296 0.80 NC_011205.1_228 # 266244 # 267269 # 1 # ID=1_228;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.519
NC_011205.1:3613281-3613835|+ -            185 47034at91347         -            399   2.7e-06   24.7   4.9   1   2   0.00032      0.14    9.2   0.2   248   297    15    66    13    72 0.57 NC_011205.1_3464 # 3613281 # 3613835 # 1 # ID=1_3464;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.505
NC_011205.1:3613281-3613835|+ -            185 47034at91347         -            399   2.7e-06   24.7   4.9   2   2   8.9e-07   0.00038   17.6   0.8   228   279    81   132    76   181 0.85 NC_011205.1_3464 # 3613281 # 3613835 # 1 # ID=1_3464;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.505
NC_011205.1:2329103-2329591|- -            163 47034at91347         -            399   9.7e-06   22.8   3.8   1   2    0.0037       1.6    5.7   0.1   223   262    59   100    40   107 0.66 NC_011205.1_2277 # 2329103 # 2329591 # -1 # ID=1_2277;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.560
NC_011205.1:2329103-2329591|- -            163 47034at91347         -            399   9.7e-06   22.8   3.8   2   2   5.2e-07   0.00022   18.4   0.7   230   265   111   146   103   158 0.89 NC_011205.1_2277 # 2329103 # 2329591 # -1 # ID=1_2277;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.560
NC_011205.1:250127-250951|-   -            275 47034at91347         -            399   5.2e-05   20.4   0.4   1   1   1.6e-07     7e-05   20.0   0.4   310   392   133   218   103   223 0.79 NC_011205.1_215 # 250127 # 250951 # -1 # ID=1_215;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.538
NC_011205.1:1519872-1520780|+ -            303 47034at91347         -            399    0.0012   15.9   0.1   1   3   0.00018     0.077   10.0   0.0     3    38    12    50    10    74 0.75 NC_011205.1_1460 # 1519872 # 1520780 # 1 # ID=1_1460;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.494
NC_011205.1:1519872-1520780|+ -            303 47034at91347         -            399    0.0012   15.9   0.1   2   3     0.018       7.6    3.4   0.0    53    90   104   141    78   187 0.74 NC_011205.1_1460 # 1519872 # 1520780 # 1 # ID=1_1460;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.494
NC_011205.1:1519872-1520780|+ -            303 47034at91347         -            399    0.0012   15.9   0.1   3   3      0.95     4e+02   -2.2   0.0   161   184   237   260   214   274 0.83 NC_011205.1_1460 # 1519872 # 1520780 # 1 # ID=1_1460;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.494
NC_011205.1:2305002-2305775|- -            258 47034at91347         -            399    0.0043   14.1   0.1   1   2     4e-05     0.017   12.1   0.0     2    41     3    45     2    62 0.87 NC_011205.1_2255 # 2305002 # 2305775 # -1 # ID=1_2255;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.430
NC_011205.1:2305002-2305775|- -            258 47034at91347         -            399    0.0043   14.1   0.1   2   2      0.26   1.1e+02   -0.4   0.0    55    86    97   129    74   154 0.76 NC_011205.1_2255 # 2305002 # 2305775 # -1 # ID=1_2255;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.430
NC_011205.1:3115235-3115945|- -            237 47034at91347         -            399     0.005   13.9   0.0   1   1   1.8e-05    0.0075   13.3   0.0     3    37    11    45     9    58 0.91 NC_011205.1_2998 # 3115235 # 3115945 # -1 # ID=1_2998;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.578
NC_011205.1:1667495-1668475|- -            327 47034at91347         -            399     0.011   12.8   0.9   1   2   0.00031      0.13    9.2   0.1   218   285    63   126    49   181 0.68 NC_011205.1_1605 # 1667495 # 1668475 # -1 # ID=1_1605;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517
NC_011205.1:1667495-1668475|- -            327 47034at91347         -            399     0.011   12.8   0.9   2   2     0.056        24    1.8   0.1   234   278   238   284   221   302 0.57 NC_011205.1_1605 # 1667495 # 1668475 # -1 # ID=1_1605;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517
NC_011205.1:2310610-2311503|- -            298 47034at91347         -            399     0.015   12.3   0.2   1   3    0.0022      0.94    6.4   0.2     3    37     7    44     5    67 0.77 NC_011205.1_2261 # 2310610 # 2311503 # -1 # ID=1_2261;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.519
NC_011205.1:2310610-2311503|- -            298 47034at91347         -            399     0.015   12.3   0.2   2   3     0.061        26    1.7   0.0    53    87    99   133    87   152 0.86 NC_011205.1_2261 # 2310610 # 2311503 # -1 # ID=1_2261;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.519
NC_011205.1:2310610-2311503|- -            298 47034at91347         -            399     0.015   12.3   0.2   3   3      0.17        71    0.2   0.0   117   152   184   219   160   258 0.66 NC_011205.1_2261 # 2310610 # 2311503 # -1 # ID=1_2261;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.519
NC_011205.1:4229147-4229731|- -            195 47034at91347         -            399     0.043   10.8   0.0   1   1   0.00012     0.049   10.6   0.0     3    39    10    45     8   125 0.67 NC_011205.1_4035 # 4229147 # 4229731 # -1 # ID=1_4035;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.554
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/databases/lineages/enterobacterales_odb10/hmms/47034at91347.hmm
