#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABAO01000046.1:1194-2162|-     -            323 58708at91347         -            281  2.3e-151  500.8   0.2   1   1  2.9e-153  1.2e-150  498.4   0.2     1   280     5   316     5   317 0.93 NZ_ABAO01000046.1_2 # 1194 # 2162 # -1 # ID=68_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.551
NZ_ABAO01000003.1:170280-171845|+ -            522 58708at91347         -            281   3.1e-55  185.4   0.6   1   1   2.6e-57   1.1e-54  183.6   0.6     4   278   214   515   211   518 0.85 NZ_ABAO01000003.1_161 # 170280 # 171845 # 1 # ID=111_161;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.549
NZ_ABAO01000001.3:227298-228722|+ -            475 58708at91347         -            281   1.3e-07   29.2   3.3   1   2   5.5e-06    0.0023   15.2   0.1     2    36     6    40     5    53 0.86 NZ_ABAO01000001.3_198 # 227298 # 228722 # 1 # ID=113_198;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.542
NZ_ABAO01000001.3:227298-228722|+ -            475 58708at91347         -            281   1.3e-07   29.2   3.3   2   2   1.6e-05    0.0069   13.7   0.7   137   254   178   316   173   325 0.64 NZ_ABAO01000001.3_198 # 227298 # 228722 # 1 # ID=113_198;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.542
NZ_ABAO01000004.3:126324-127676|+ -            451 58708at91347         -            281   1.6e-07   28.9   2.3   1   2      0.98   4.2e+02   -2.0   0.2     2    42     4    44     3    49 0.82 NZ_ABAO01000004.3_109 # 126324 # 127676 # 1 # ID=110_109;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.552
NZ_ABAO01000004.3:126324-127676|+ -            451 58708at91347         -            281   1.6e-07   28.9   2.3   2   2   8.1e-10   3.5e-07   27.8   0.1    69   254   106   306    73   319 0.71 NZ_ABAO01000004.3_109 # 126324 # 127676 # 1 # ID=110_109;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.552
NZ_ABAO01000041.1:27654-29072|+   -            473 58708at91347         -            281   0.00013   19.3   0.2   1   3    0.0021       0.9    6.7   0.0     3    40   147   185   145   190 0.81 NZ_ABAO01000041.1_30 # 27654 # 29072 # 1 # ID=73_30;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562
NZ_ABAO01000041.1:27654-29072|+   -            473 58708at91347         -            281   0.00013   19.3   0.2   2   3      0.11        47    1.1   0.0   134   149   287   302   281   324 0.72 NZ_ABAO01000041.1_30 # 27654 # 29072 # 1 # ID=73_30;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562
NZ_ABAO01000041.1:27654-29072|+   -            473 58708at91347         -            281   0.00013   19.3   0.2   3   3    0.0011      0.45    7.7   0.0   205   278   393   470   380   472 0.70 NZ_ABAO01000041.1_30 # 27654 # 29072 # 1 # ID=73_30;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562
NZ_ABAO01000032.3:21610-22728|-   -            373 58708at91347         -            281    0.0023   15.3   0.1   1   1   9.2e-06    0.0039   14.5   0.1     3    31     3    31     1    44 0.86 NZ_ABAO01000032.3_26 # 21610 # 22728 # -1 # ID=82_26;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.559
NZ_ABAO01000002.1:73809-75827|-   -            673 58708at91347         -            281    0.0027   15.0   0.5   1   3       3.5   1.5e+03   -3.8   0.0    17    56    41    84    37   104 0.54 NZ_ABAO01000002.1_72 # 73809 # 75827 # -1 # ID=112_72;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587
