# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	tRNA	43	118	+	ALJMDI_00001	84.7	-	-	-	-	-
contig_2	cds	192	503	+	ALJMDI_00002	185.0	7.9e-59	1.0	0.844	0.874	UniRef:UniRef90_A0A379GCX5
contig_2	cds	513	866	+	ALJMDI_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL6
contig_2	cds	863	1243	-	ALJMDI_00004	201.0	1.3e-64	1.0	1.0	0.794	UniRef:UniRef90_A0AAX3J1X7
contig_3	cds	247	1275	+	ALJMDI_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A735J293
contig_3	cds	1272	2234	+	ALJMDI_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V7P8V5
contig_4	ncRNA-region	195	306	+	-	101.5	5.3e-15	-	-	-	RFAM:RF00140
contig_4	cds	274	513	+	ALJMDI_00007	137.0	9.7e-41	0.987	0.839	0.949	UniRef:UniRef90_UPI002418145C
contig_4	cds	513	629	+	ALJMDI_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7S9
contig_4	cds	646	1035	+	ALJMDI_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O54296
contig_4	cds	1069	1689	+	ALJMDI_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O54297
contig_4	cds	1715	2704	+	ALJMDI_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ0
contig_4	cds	2745	3128	+	ALJMDI_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL7
contig_4	cds	3236	3604	+	ALJMDI_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM2
contig_4	cds	3615	4040	+	ALJMDI_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM3
contig_4	cds	4098	4367	+	ALJMDI_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A607GJB0
contig_4	cds	4303	4716	-	ALJMDI_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1X8
contig_4	cds	4858	6234	-	ALJMDI_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2J9
contig_4	cds	6256	7545	-	ALJMDI_00018	863.0	0.0	1.0	1.0	0.981	UniRef:UniRef90_Q8ZLM5
contig_4	cds	7597	8544	-	ALJMDI_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM6
contig_4	cds	8560	9069	-	ALJMDI_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002D7B621
contig_4	cds	9201	10325	+	ALJMDI_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8E9SLB2
contig_4	cds	10297	10770	+	ALJMDI_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66822
contig_4	cds	10797	11339	+	ALJMDI_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM9
contig_4	cds	11344	11916	+	ALJMDI_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y0MRL9
contig_4	cds	11918	12739	+	ALJMDI_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3S4ENQ2
contig_4	cds	12736	12993	+	ALJMDI_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A735JCA6
contig_4	cds	12969	13244	-	ALJMDI_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLN3
contig_5	cds	250	564	+	ALJMDI_00028	-	-	-	-	-	-
contig_5	tRNA	872	961	+	ALJMDI_00029	90.4	-	-	-	-	-
contig_5	cds	1540	1959	+	ALJMDI_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A730JKQ5
contig_5	cds	1962	3230	+	ALJMDI_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A730JHZ2
contig_5	ncRNA-region	3539	3936	+	-	107.2	1.3e-12	-	-	-	RFAM:RF01766
contig_5	cds	3685	3897	+	ALJMDI_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0CL01
contig_5	ncRNA	4054	4132	+	ALJMDI_00033	111.9	1.4e-17	-	-	-	RFAM:RF02077
contig_5	cds	4356	5534	-	ALJMDI_00034	704.0	1.9e-258	1.005	1.0	0.977	BlastRules:WP_001080666
contig_5	ncRNA	5834	5928	-	ALJMDI_00035	98.3	1.2e-13	-	-	-	RFAM:RF01401
contig_5	cds	6184	6495	+	ALJMDI_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A730JKA9
contig_5	cds	6575	7270	+	ALJMDI_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A730JHZ7
contig_5	cds	7344	8774	+	ALJMDI_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A735IZK2
contig_5	cds	8755	9225	+	ALJMDI_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5T8TEU8
contig_5	cds	9214	10134	-	ALJMDI_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZNT2
contig_5	cds	10310	11221	+	ALJMDI_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A730PHV0
