# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_2	ncRNA	807	865	-	PAPNPA_00001	91.5	3.9e-16	-	-	-	RFAM:RF02056
contig_3	cds	27	929	+	PAPNPA_00002	510.0	1.5e-180	0.990	0.856	0.811	UniRef:UniRef90_A0A7H4PEJ9
contig_4	cds	508	987	+	PAPNPA_00003	184.0	2.8e-57	0.818	0.915	0.915	UniRef:UniRef90_A0A379WHE8
contig_5	ncRNA	12	152	-	PAPNPA_00004	140.3	4.1e-22	-	-	-	RFAM:RF01396
contig_5	cds	308	589	+	PAPNPA_00005	177.0	3.8e-56	0.978	0.843	0.967	UniRef:UniRef90_UPI0021197594
contig_7	cds	37	1149	-	PAPNPA_00006	712.0	3.9e-258	0.997	0.879	0.957	UniRef:UniRef90_UPI001F0940C5
contig_8	cds	76	549	-	PAPNPA_00007	147.0	7.1e-43	0.822	0.908	0.612	UniRef:UniRef90_A0A2X3GZV2
contig_9	cds	87	791	-	PAPNPA_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2A3
contig_9	cds	795	1223	-	PAPNPA_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7J7
contig_9	cds	1381	1824	-	PAPNPA_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA02
contig_10	sorf	125	205	+	PAPNPA_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K3RH09
contig_10	cds	390	584	+	PAPNPA_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1Z6
contig_10	cds	657	1133	+	PAPNPA_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O68926
contig_10	cds	1130	1597	-	PAPNPA_00014	318.0	5.8e-114	1.0	1.0	0.981	BlastRules:WP_000495848
contig_11	cds	169	2283	-	PAPNPA_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1H3
contig_12	cds	307	1233	+	PAPNPA_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q9L9K3
contig_12	cds	1268	2230	-	PAPNPA_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V7P8V5
contig_12	cds	2227	3126	-	PAPNPA_00018	528.0	8.3e-188	1.0	0.874	0.839	UniRef:UniRef90_A0A2C9P4Z1
contig_13	tRNA	105	180	-	PAPNPA_00019	75.0	-	-	-	-	-
contig_13	cds	402	764	+	PAPNPA_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQ28
contig_13	cds	787	1158	+	PAPNPA_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN98
contig_13	cds	1212	2627	-	PAPNPA_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2K3
contig_13	tRNA	2886	2961	+	PAPNPA_00023	84.6	-	-	-	-	-
contig_13	tRNA	3007	3082	+	PAPNPA_00024	84.6	-	-	-	-	-
contig_13	tRNA	3124	3199	+	PAPNPA_00025	84.6	-	-	-	-	-
contig_13	tRNA	3204	3278	+	PAPNPA_00026	76.5	-	-	-	-	-
contig_15	cds	70	546	+	PAPNPA_00027	268.0	1.5e-89	1.0	0.806	0.886	UniRef:UniRef90_A0A377WKI0
contig_15	cds	515	3148	+	PAPNPA_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X3R105
contig_15	cds	3124	4665	+	PAPNPA_00029	1031.0	0.0	1.0	1.0	0.984	UniRef:UniRef90_A9MV57
contig_15	cds	4779	5018	+	PAPNPA_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A9MNH3
contig_15	cds	5129	5320	+	PAPNPA_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3S4K0U1
contig_15	cds	5339	5989	-	PAPNPA_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Z0L1J7
contig_16	cds	113	847	-	PAPNPA_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2C9
contig_16	cds	860	1789	-	PAPNPA_00034	592.0	4.5e-217	1.0	1.0	0.997	BlastRules:WP_000191343
contig_16	cds	1805	2758	-	PAPNPA_00035	591.0	2.4e-216	1.0	1.0	0.950	BlastRules:WP_000288132
contig_16	cds	2838	3887	-	PAPNPA_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A379QAS8
contig_16	cds	4051	4224	-	PAPNPA_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7N4
contig_16	cds	4276	4797	-	PAPNPA_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1T2
contig_16	ncRNA	4834	5001	-	PAPNPA_00039	201.0	1.4e-31	-	-	-	RFAM:RF00077
contig_16	cds	4995	5579	+	PAPNPA_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3V9FMC7
contig_16	cds	5650	5874	-	PAPNPA_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1U7FPF3
contig_16	cds	6076	6576	-	PAPNPA_00042	-	-	-	-	-	-
contig_17	cds	215	688	+	PAPNPA_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A621V2P8
contig_17	ncRNA	973	1101	+	PAPNPA_00044	111.3	3.1e-16	-	-	-	RFAM:RF02957
contig_17	cds	1163	2035	+	PAPNPA_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A610QLL1
contig_17	cds	2547	4715	+	PAPNPA_00046	1001.0	0.0	1.0	1.0	0.982	UniRef:UniRef90_A0A655EK14
contig_17	cds	4772	6502	+	PAPNPA_00047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A621XPX5
contig_17	cds	6712	6885	+	PAPNPA_00048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A455RS33
