# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	sorf	169	255	+	LNHIMF_00001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CRA3
contig_1	ncRNA-region	191	311	+	-	126.4	1.6e-22	-	-	-	RFAM:RF00506
contig_1	cds	337	2799	+	LNHIMF_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A722S1S0
contig_1	cds	2801	3730	+	LNHIMF_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P65226
contig_1	cds	3734	5020	+	LNHIMF_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZS18
contig_1	cds	5114	5887	-	LNHIMF_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B4TVY7
contig_1	cds	5966	7396	-	LNHIMF_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0N1TUY4
contig_1	cds	7665	8618	+	LNHIMF_00007	617.0	1.5e-226	1.0	1.0	0.997	BlastRules:WP_000130175
contig_1	cds	8729	9319	+	LNHIMF_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A617SND3
contig_1	cds	9376	9942	-	LNHIMF_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X1Z3X5
contig_1	cds	10092	10805	-	LNHIMF_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A735J2S9
contig_1	cds	10841	11245	-	LNHIMF_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A659SBP5
contig_1	cds	11594	13510	+	LNHIMF_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F6Y8
contig_1	ncRNA	13521	13595	+	LNHIMF_00013	84.0	1.9e-16	-	-	-	RFAM:RF02031
contig_1	cds	13596	14735	+	LNHIMF_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1G7
contig_1	cds	15016	15963	+	LNHIMF_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0NF04
contig_1	cds	16090	16434	+	LNHIMF_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZS12
contig_1	cds	16495	17028	-	LNHIMF_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V7M887
contig_1	cds	17045	17488	-	LNHIMF_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0L5G7
contig_1	cds	17869	19968	+	LNHIMF_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X7WHL5
contig_1	cds	20061	23057	+	LNHIMF_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8F6RUK9
contig_1	cds	23346	24041	+	LNHIMF_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0L225
contig_1	cds	24472	25014	+	LNHIMF_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_H9L412
contig_1	cds	25116	25802	+	LNHIMF_00023	435.0	9.5e-158	1.0	1.0	1.0	BlastRules:WP_000742551
contig_1	cds	25807	28428	+	LNHIMF_00024	1724.0	0.0	1.0	1.0	0.989	BlastRules:WP_001245864
contig_1	cds	28429	29436	+	LNHIMF_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8F6NZW6
contig_1	cds	29437	29982	+	LNHIMF_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A659Q8F9
contig_1	cds	29998	30516	+	LNHIMF_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A626B3B5
contig_1	cds	30482	31213	+	LNHIMF_00028	498.0	3.0e-182	1.0	1.0	0.971	BlastRules:WP_001135039
contig_1	cds	31278	32123	+	LNHIMF_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X5TZ54
contig_1	cds	32162	32449	+	LNHIMF_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0KQE6
contig_1	cds	32549	32998	-	LNHIMF_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X5TYX8
contig_1	cds	33368	34372	+	LNHIMF_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0KSC2
contig_1	cds	34380	34817	-	LNHIMF_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V7M875
contig_1	cds	35340	37058	+	LNHIMF_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0KQ27
contig_1	cds	37104	38666	-	LNHIMF_00035	983.0	0.0	1.0	0.979	0.998	UniRef:UniRef90_A9MR56
contig_1	cds	38774	39535	-	LNHIMF_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W6ZBV2
contig_1	cds	40130	41623	+	LNHIMF_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603P0H4
contig_1	cds	41722	42912	+	LNHIMF_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A722RYE7
contig_1	cds	42937	44184	+	LNHIMF_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8F6P2P6
contig_1	cds	44311	46026	+	LNHIMF_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A722QXP1
contig_1	cds	46189	47355	+	LNHIMF_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZRZ3
contig_1	cds	47423	48316	+	LNHIMF_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y4H234
contig_1	cds	48371	50410	-	LNHIMF_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GDW2
contig_1	cds	50450	51823	-	LNHIMF_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W1VFU0
contig_1	cds	52323	52532	+	LNHIMF_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8D4Z1X2
contig_1	cds	52876	53814	+	LNHIMF_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CR93
contig_1	cds	53859	56693	+	LNHIMF_00047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W6ZGX2
contig_1	cds	56693	57193	+	LNHIMF_00048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F725
contig_1	cds	57348	57797	+	LNHIMF_00049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CR92
contig_1	cds	57800	58750	+	LNHIMF_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B4TWP0
contig_1	ncRNA	58796	58927	+	LNHIMF_00051	164.3	1.4e-29	-	-	-	RFAM:RF02048
contig_1	cds	58950	60152	+	LNHIMF_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A722V9H6
contig_1	cds	60168	61088	+	LNHIMF_00053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B4TWP3
contig_1	cds	61110	61796	-	LNHIMF_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0PDP3
contig_1	cds	61798	63456	-	LNHIMF_00055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0N1QUV1
contig_1	cds	63552	64853	-	LNHIMF_00056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A637CVR5
contig_1	cds	64866	66635	-	LNHIMF_00057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V1VV33
contig_1	cds	66651	66890	-	LNHIMF_00058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5PKI8
contig_1	cds	67049	68389	-	LNHIMF_00059	840.0	1.4e-310	1.0	1.0	0.996	BlastRules:WP_000183602
contig_1	cds	68634	69677	+	LNHIMF_00060	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y6JPH9
contig_1	cds	69707	70000	+	LNHIMF_00061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CR91
