# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	ncRNA	22	130	+	ODDLKH_00001	124.4	1.2e-21	-	-	-	RFAM:RF01830
contig_1	rRNA	138	3129	+	ODDLKH_00002	2862.7	5.6e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	3326	3441	+	ODDLKH_00003	90.1	7.3e-15	-	-	-	RFAM:RF00001
contig_1	cds	3623	4651	+	ODDLKH_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37417
contig_1	cds	4648	5610	+	ODDLKH_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37416
contig_1	cds	5645	6571	-	ODDLKH_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q9L9K3
contig_2	cds	109	537	+	ODDLKH_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7J7
contig_2	cds	541	1245	+	ODDLKH_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2A3
contig_2	cds	1665	2162	+	ODDLKH_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A297
contig_2	cds	2229	2594	+	ODDLKH_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A299
contig_2	ncRNA	2599	2660	+	ODDLKH_00011	74.6	8.8e-15	-	-	-	RFAM:RF00630
contig_2	cds	2912	6940	+	ODDLKH_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A9MHF1
contig_2	cds	7017	11240	+	ODDLKH_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2R4
contig_2	cds	11327	11608	+	ODDLKH_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W3W760
contig_2	cds	11610	11954	-	ODDLKH_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X5AH59
contig_2	cds	11908	12045	-	ODDLKH_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GV10
contig_2	cds	12703	13836	-	ODDLKH_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A630P322
contig_2	cds	13833	14603	-	ODDLKH_00018	474.0	2.3e-172	1.0	1.0	0.977	BlastRules:WP_000944065
contig_2	cds	14605	14805	-	ODDLKH_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A632N855
contig_2	cds	14786	15544	-	ODDLKH_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5T8IFV5
contig_2	cds	15537	16172	-	ODDLKH_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5U8ADG6
contig_2	cds	16172	18067	-	ODDLKH_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A708AJ67
contig_2	cds	18431	18919	-	ODDLKH_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q57H60
contig_2	cds	19012	19785	+	ODDLKH_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V2SQL6
contig_2	cds	19826	20890	+	ODDLKH_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B4T0Z9
contig_2	cds	20900	21571	+	ODDLKH_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P68738
contig_2	cds	21613	22203	+	ODDLKH_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1U4
contig_2	cds	22390	22662	+	ODDLKH_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1R6
contig_2	cds	22674	23366	+	ODDLKH_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5U7ZXA3
contig_2	cds	23408	23863	-	ODDLKH_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q9L9I0
contig_2	cds	23928	25514	+	ODDLKH_00031	999.0	0.0	1.0	0.953	0.983	UniRef:UniRef90_P37461
contig_2	cds	25520	26845	+	ODDLKH_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3R0ZKW3
contig_2	cds	26842	28131	-	ODDLKH_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3V1A5A2
contig_2	cds	28143	29732	-	ODDLKH_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5U4YRQ5
contig_2	rRNA	30358	31899	+	ODDLKH_00035	1579.1	7.0e-48	-	-	-	RFAM:RF00177
contig_2	tRNA	31985	32060	+	ODDLKH_00036	66.6	-	-	-	-	-
contig_2	ncRNA	32138	32246	+	ODDLKH_00037	124.4	1.2e-21	-	-	-	RFAM:RF01830
contig_2	rRNA	32254	35243	+	ODDLKH_00038	2872.5	5.3e-06	-	-	-	RFAM:RF02541
contig_2	rRNA	35337	35452	+	ODDLKH_00039	90.1	7.3e-15	-	-	-	RFAM:RF00001
contig_2	cds	35785	36222	-	ODDLKH_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0PFJ5
contig_2	cds	36379	37308	+	ODDLKH_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37413
contig_2	cds	37577	39178	+	ODDLKH_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z0S2R2
contig_2	cds	39210	40514	+	ODDLKH_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C0Q488
contig_2	cds	40616	42367	+	ODDLKH_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P51067
contig_2	cds	42331	42765	-	ODDLKH_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A455S8Z4
contig_2	cds	42749	43573	-	ODDLKH_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P17430
contig_2	cds	43878	47561	+	ODDLKH_00047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2T6X3H0
contig_2	cds	47828	49459	+	ODDLKH_00048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P40730
contig_2	cds	49549	50238	-	ODDLKH_00049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V1G2I1
contig_2	cds	50446	50985	+	ODDLKH_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPB7
contig_2	cds	51032	51901	+	ODDLKH_00051	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKL1
contig_2	cds	51898	52170	-	ODDLKH_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPB6
contig_2	cds	52268	53209	-	ODDLKH_00053	586.0	1.2e-214	1.0	1.0	0.997	BlastRules:WP_000881652
contig_2	cds	53471	54199	-	ODDLKH_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U0BA70
contig_2	cds	54778	55254	-	ODDLKH_00055	273.0	4.6e-92	0.987	0.975	0.904	UniRef:UniRef90_A0A447TQ20
contig_2	cds	55575	56030	-	ODDLKH_00056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3R1DG10
contig_2	cds	56027	56641	-	ODDLKH_00057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3CC29
contig_2	cds	56648	58306	-	ODDLKH_00058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U5H2X8
contig_2	cds	58309	58941	-	ODDLKH_00059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y8N8R0
contig_2	cds	58934	60049	-	ODDLKH_00060	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5U0VBX9
contig_2	cds	60040	60399	-	ODDLKH_00061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKK2
contig_2	cds	60460	60582	+	ODDLKH_00062	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A455RZ21
contig_2	cds	60563	62110	-	ODDLKH_00063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3R1E867
contig_2	cds	62110	63039	-	ODDLKH_00064	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3V8ZZ27
contig_2	cds	63726	64448	-	ODDLKH_00065	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKJ8
contig_2	cds	64458	65501	-	ODDLKH_00066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKJ7
contig_2	cds	65489	65698	-	ODDLKH_00067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKJ6
contig_2	cds	65698	66651	-	ODDLKH_00068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKJ5
contig_2	cds	66651	69005	-	ODDLKH_00069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKJ4
contig_2	cds	69190	69507	-	ODDLKH_00070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U1Q784
contig_2	cds	69559	70083	-	ODDLKH_00071	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKJ3
contig_2	cds	70083	71510	-	ODDLKH_00072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKJ2
contig_2	cds	71500	71697	-	ODDLKH_00073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKJ1
contig_2	cds	71694	72149	-	ODDLKH_00074	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKJ0
contig_2	cds	72309	72623	-	ODDLKH_00075	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKI9
contig_2	cds	72636	73208	-	ODDLKH_00076	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3S4HTC4
contig_2	cds	73244	73531	-	ODDLKH_00077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKI7
contig_2	cds	74107	74454	+	ODDLKH_00078	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U1KT94
contig_2	cds	74587	75936	-	ODDLKH_00079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKI5
contig_2	cds	76281	77930	+	ODDLKH_00080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKI4
contig_2	ncRNA	78017	78178	-	ODDLKH_00081	167.9	3.0e-26	-	-	-	RFAM:RF02053
contig_2	cds	78371	78616	+	ODDLKH_00082	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPB5
contig_2	cds	78680	79318	+	ODDLKH_00083	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U1KTJ7
contig_2	cds	79315	80052	+	ODDLKH_00084	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKI2
contig_2	cds	80052	82148	+	ODDLKH_00085	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKI1
contig_2	cds	82291	82701	+	ODDLKH_00086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A279
contig_2	cds	82867	83757	-	ODDLKH_00087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26468
contig_2	cds	83772	85316	-	ODDLKH_00088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26467
contig_2	cds	85448	86638	-	ODDLKH_00089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P19576
contig_2	cds	87000	88109	+	ODDLKH_00090	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P19566
contig_2	cds	88198	89556	+	ODDLKH_00091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26466
contig_2	cds	89720	90637	+	ODDLKH_00092	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26478
contig_2	cds	90818	91315	+	ODDLKH_00093	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKI0
contig_2	cds	91329	92201	+	ODDLKH_00094	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPB4
contig_2	cds	92300	94720	-	ODDLKH_00095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKH9
contig_2	cds	94891	95259	+	ODDLKH_00096	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPB3
contig_2	cds	95368	95976	+	ODDLKH_00097	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A273
contig_2	cds	96155	97480	+	ODDLKH_00098	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A616M9W0
contig_2	cds	97462	97590	+	ODDLKH_00099	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8D4Y1F0
contig_2	cds	97609	97821	+	ODDLKH_00100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPB2
contig_2	cds	97920	98435	-	ODDLKH_00101	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A607GDX3
contig_2	cds	98682	99992	+	ODDLKH_00102	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5H9T2C7
contig_2	cds	100080	101078	+	ODDLKH_00103	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V2L0R0
contig_2	cds	101246	101488	+	ODDLKH_00104	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPB1
contig_2	cds	101662	102645	-	ODDLKH_00105	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Z8AGV8
contig_2	cds	102710	104125	+	ODDLKH_00106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1Q4
contig_2	cds	104157	105236	+	ODDLKH_00107	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1A3
contig_2	cds	105422	106615	+	ODDLKH_00108	782.0	3.0e-289	1.0	1.0	0.987	BlastRules:WP_000486903
contig_2	cds	106802	107515	+	ODDLKH_00109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P58683
contig_2	cds	107644	108060	+	ODDLKH_00110	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0PE25
contig_2	cds	108063	108419	+	ODDLKH_00111	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X4U5A6
contig_2	cds	108420	108758	-	ODDLKH_00112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Z8GHD9
contig_2	cds	108745	109188	-	ODDLKH_00113	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3HVR8
contig_2	cds	109332	112157	-	ODDLKH_00114	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A621DTT0
contig_2	cds	112405	112935	+	ODDLKH_00115	340.0	8.2e-122	1.0	1.0	1.0	BlastRules:WP_000168322
