#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_2	11908	12045	-	ODDLKH_00016	5.4	6.1		RefSeq:WP_001654077.1, SO:0001217, UniParc:UPI00016A1850, UniRef:UniRef100_A0A6C8GV10, UniRef:UniRef50_A0A0T9RRV5, UniRef:UniRef90_A0A6C8GV10
contig_2	60460	60582	+	ODDLKH_00062	4.2	9.2		SO:0001217, UniParc:UPI000169ECF5, UniRef:UniRef100_A0A455RZ21, UniRef:UniRef50_B5F1L8, UniRef:UniRef90_B5F1L8
contig_2	208099	208197	+	ODDLKH_00187	3.4	8.3		SO:0001217, UniParc:UPI000169F957, UniRef:UniRef100_A0A379V0D2, UniRef:UniRef50_A0A2X5BUJ5, UniRef:UniRef90_A0A2X5BUJ5
contig_2	209356	209502	+	ODDLKH_00190	5.3	5.9		RefSeq:WP_001112367.1, SO:0001217, UniParc:UPI000169F95A, UniRef:UniRef100_A0A755SYN3, UniRef:UniRef50_A0A763VRZ2, UniRef:UniRef90_A0A753QBR2
contig_2	303632	303856	-	ODDLKH_00288	8.6	6.7		SO:0001217, UniParc:UPI000169F267, UniRef:UniRef100_A0A6C8G0V7, UniRef:UniRef50_A0A379X1N3, UniRef:UniRef90_A0A6C8G0V7
contig_2	393813	394067	+	ODDLKH_00367	9.7	9.4		SO:0001217, UniRef:UniRef50_A0A447TNM1, UniRef:UniRef90_A0A447PV07
contig_2	394292	394585	+	ODDLKH_00369	11.7	11.5		RefSeq:WP_024133218.1, SO:0001217, UniParc:UPI000169FB31, UniRef:UniRef100_A0A3U0BXG4, UniRef:UniRef50_A0A3J2F053, UniRef:UniRef90_A0A3U6NND4
contig_2	396509	396616	-	ODDLKH_00372	4.1	9.7		SO:0001217, UniParc:UPI0005D84673, UniRef:UniRef100_A0A455RY24, UniRef:UniRef50_A0A0J1LPK6, UniRef:UniRef90_A0A3S4G6C7
contig_2	487499	487606	+	ODDLKH_00463	4.2	5.4		SO:0001217, UniParc:UPI0003E45E31, UniRef:UniRef100_A0A8D4XY29, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
contig_2	840335	840493	+	ODDLKH_00786	6.0	9.2		SO:0001217, UniParc:UPI00017A8B92, UniRef:UniRef100_A0A8D4YI65, UniRef:UniRef50_A0A379NPS0, UniRef:UniRef90_A0A379VW97
contig_2	1068468	1068572	+	ODDLKH_00999	3.8	8.5		SO:0001217, UniParc:UPI000169F61A, UniRef:UniRef100_A0A1X8WAK3, UniRef:UniRef50_V1H4Y4, UniRef:UniRef90_A0A379SBK8
contig_2	1113495	1113653	+	ODDLKH_01046	5.6	6.7		SO:0001217, UniParc:UPI0001604591, UniRef:UniRef100_A0A455RWW1, UniRef:UniRef50_A0A455RWW1, UniRef:UniRef90_A0A455RWW1
contig_2	1186656	1186754	+	ODDLKH_01116	3.8	5.3		SO:0001217, UniParc:UPI00065C2C17, UniRef:UniRef100_A0A379VU92, UniRef:UniRef50_A0A379VU92, UniRef:UniRef90_A0A379VU92
contig_2	1306872	1306997	+	ODDLKH_01233	4.6	9.0		SO:0001217, UniParc:UPI0001603F11, UniRef:UniRef100_A0A659JTK8, UniRef:UniRef50_A0A659JTK8, UniRef:UniRef90_A0A659JTK8
contig_2	1683425	1683649	+	ODDLKH_01594	8.4	4.5		RefSeq:WP_000528430.1, SO:0001217, UniParc:UPI00016A06C1, UniRef:UniRef100_A0A724S397, UniRef:UniRef50_G5NAS5, UniRef:UniRef90_A0A603BX06
contig_2	1780239	1780397	-	ODDLKH_01706	5.8	10.0		SO:0001217, UniParc:UPI00016A06A8, UniRef:UniRef100_A0A8E6I4I8, UniRef:UniRef50_A0A447JJD1, UniRef:UniRef90_A0A447JJD1
contig_2	1787552	1787755	-	ODDLKH_01714	7.9	9.2		RefSeq:WP_000787622.1, SO:0001217, UniParc:UPI00016A06A0, UniRef:UniRef100_A0A719CTS5, UniRef:UniRef50_V7IU88, UniRef:UniRef90_A0A4Z8YTD0
contig_2	1848149	1848364	+	ODDLKH_01784	8.5	8.5		SO:0001217, UniParc:UPI000169EDA3, UniRef:UniRef100_A0A3U8IRP6, UniRef:UniRef50_A0A4Z0P2U0, UniRef:UniRef90_A0A4Z0P2U0
contig_2	1871382	1871510	-	ODDLKH_01809	5.1	6.7		SO:0001217, UniParc:UPI0001604056, UniRef:UniRef100_A0A8D5DVH7, UniRef:UniRef50_M7S6C2, UniRef:UniRef90_A0A8D5DVH7
contig_2	1955584	1955751	+	ODDLKH_01895	6.5	10.7		SO:0001217, UniParc:UPI000E078A2B, UniRef:UniRef100_A0A379WUF0, UniRef:UniRef50_A0A379WUF0, UniRef:UniRef90_A0A379WUF0
contig_2	2074947	2075099	-	ODDLKH_02023	5.9	9.7		SO:0001217, UniParc:UPI000169E9A2, UniRef:UniRef100_A0A455SD02, UniRef:UniRef50_B5F5Z7, UniRef:UniRef90_A0A6C8GNM8
contig_2	2089841	2090050	-	ODDLKH_02040	7.5	8.8		SO:0001217, UniParc:UPI00017C102B, UniRef:UniRef100_A0A8D4ZJ46, UniRef:UniRef50_A0A5Y3XFJ2, UniRef:UniRef90_A0A5U9UAM4
contig_2	2188344	2188439	-	ODDLKH_02125	3.5	5.9		SO:0001217, UniParc:UPI00016040E5, UniRef:UniRef100_A0A455RUE4, UniRef:UniRef50_A0A3S4GLI1, UniRef:UniRef90_A0A379W8A9
contig_2	2421712	2421834	-	ODDLKH_02355	4.6	6.7		RefSeq:WP_001713164.1, SO:0001217, UniParc:UPI00016C138F, UniRef:UniRef100_A0A5U7IQZ6, UniRef:UniRef50_A0A5U7IQZ6, UniRef:UniRef90_A0A5U7IQZ6
contig_2	2422435	2422593	+	ODDLKH_02356	5.7	9.7		SO:0001217, UniParc:UPI000169F439, UniRef:UniRef100_A0A455S6H5, UniRef:UniRef50_A0A447JJD1, UniRef:UniRef90_A0A447JJD1
contig_2	2471453	2471647	+	ODDLKH_02410	6.8	8.1		SO:0001217, UniParc:UPI0003482B49, UniRef:UniRef100_A0A379US83, UniRef:UniRef50_A0A3S4FJE3, UniRef:UniRef90_A0A3S4FJE3
contig_2	2766526	2766633	-	ODDLKH_02710	4.2	9.3		SO:0001217, UniParc:UPI0001603F93, UniRef:UniRef100_A0A5Y0MR90, UniRef:UniRef50_A0A447TZS5, UniRef:UniRef50_A0A5Y0MR90, UniRef:UniRef90_A0A447TZS5, UniRef:UniRef90_A0A5Y0MR90
contig_2	2799915	2800016	-	ODDLKH_02744	3.7	4.4		SO:0001217, UniParc:UPI0005D83C6C, UniRef:UniRef100_A0A8D4ZS80, UniRef:UniRef50_A0A8D4ZS80, UniRef:UniRef90_A0A8D4ZS80
contig_2	2966155	2966250	+	ODDLKH_02902	3.7	6.0		SO:0001217, UniParc:UPI00024F1C1E, UniRef:UniRef100_A0A455S3T8, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_2	3015994	3016161	+	ODDLKH_02955	6.1	10.1		SO:0001217, UniRef:UniRef50_A0A379W504, UniRef:UniRef90_A0A379W504
contig_2	3133782	3133961	+	ODDLKH_03047	6.5	10.6		SO:0001217, UniParc:UPI000408BED3, UniRef:UniRef100_A0A4Z0LFH4, UniRef:UniRef50_A0A4Z0LFH4, UniRef:UniRef90_A0A4Z0LFH4
contig_2	3275070	3275252	+	ODDLKH_03177	6.8	7.8		SO:0001217, UniParc:UPI000169E65E, UniRef:UniRef100_A0A3U8MR52, UniRef:UniRef50_A0A3U8MR52, UniRef:UniRef90_A0A3U8MR52
contig_2	3313236	3313370	-	ODDLKH_03210	4.8	10.0		SO:0001217, UniRef:UniRef50_A0A379WNS4, UniRef:UniRef50_A0A447JDP4, UniRef:UniRef90_A0A379WNS4, UniRef:UniRef90_A0A5H7IL20
