# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	249	617	+	PKJKAM_00001	-	-	-	-	-	-
contig_2	cds	256	774	+	PKJKAM_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003467A2B0
contig_3	rRNA	1	906	+	PKJKAM_00003	831.9	5.7e-01	-	-	-	RFAM:RF02541
contig_4	cds	29	424	+	PKJKAM_00004	265.0	9.5e-90	1.0	0.856	0.992	UniRef:UniRef90_UPI001119CA88
contig_4	cds	496	720	-	PKJKAM_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Z2TPJ8
contig_5	rRNA	1	1033	-	PKJKAM_00006	958.7	2.8e-01	-	-	-	RFAM:RF02541
contig_6	rRNA	1	1042	+	PKJKAM_00007	923.7	3.4e-01	-	-	-	RFAM:RF02541
contig_7	tRNA	321	397	-	PKJKAM_00008	93.7	-	-	-	-	-
contig_7	cds	460	855	-	PKJKAM_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X0QX06
contig_8	rRNA	12	127	-	PKJKAM_00010	90.1	7.3e-15	-	-	-	RFAM:RF00001
contig_8	rRNA	221	1158	-	PKJKAM_00011	1000.7	2.2e-01	-	-	-	RFAM:RF02541
contig_9	rRNA	1	1170	+	PKJKAM_00012	1032.1	1.8e-01	-	-	-	RFAM:RF02541
contig_10	rRNA	1	928	+	PKJKAM_00013	989.6	2.3e-01	-	-	-	RFAM:RF02541
contig_10	rRNA	1125	1240	+	PKJKAM_00014	90.3	6.7e-15	-	-	-	RFAM:RF00001
contig_11	cds	526	879	+	PKJKAM_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A447JQS0
contig_11	cds	813	1214	-	PKJKAM_00016	252.0	1.9e-88	1.0	1.0	0.992	IS:ISSen1
contig_12	cds	343	780	-	PKJKAM_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0PFJ5
contig_13	cds	916	1089	-	PKJKAM_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7N4
contig_14	rRNA	1	1416	+	PKJKAM_00019	1422.8	2.0e-02	-	-	-	RFAM:RF02541
contig_15	rRNA	1	1504	+	PKJKAM_00020	1385.2	2.5e-02	-	-	-	RFAM:RF02541
contig_16	cds	159	629	+	PKJKAM_00021	253.0	3.0e-84	0.814	0.819	0.992	UniRef:UniRef90_A0A447U5J4
contig_16	cds	876	1220	-	PKJKAM_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016C16F0
contig_16	cds	1222	1485	-	PKJKAM_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A379WCE4
contig_17	rRNA	129	1669	+	PKJKAM_00024	1574.8	9.3e-48	-	-	-	RFAM:RF00177
contig_18	cds	255	779	-	PKJKAM_00025	339.0	2.1e-117	1.011	0.838	0.966	UniRef:UniRef90_A0A8S0FLU1
contig_18	cds	1198	1452	+	PKJKAM_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A655CC94
contig_19	cds	131	676	-	PKJKAM_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA02
contig_19	cds	678	1061	-	PKJKAM_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2D3
contig_19	cds	1291	2022	-	PKJKAM_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X4T0L6
contig_20	cds	62	814	-	PKJKAM_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_H8WF79
contig_20	ncRNA	813	942	+	PKJKAM_00031	118.4	2.1e-17	-	-	-	RFAM:RF02957
contig_20	cds	1048	1686	+	PKJKAM_00032	334.0	1.3e-114	0.882	0.890	0.947	UniRef:UniRef90_A0A379T0W0
