# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	sorf	169	255	+	GEGEGB_00001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CRA3
contig_1	ncRNA-region	191	311	+	-	126.4	1.6e-22	-	-	-	RFAM:RF00506
contig_1	cds	337	2799	+	GEGEGB_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z0J8I1
contig_1	cds	2801	3730	+	GEGEGB_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P65226
contig_1	cds	3734	5020	+	GEGEGB_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725G067
contig_1	cds	5114	5887	-	GEGEGB_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z9R5
contig_1	cds	5966	7396	-	GEGEGB_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725JT77
contig_1	cds	7665	8618	+	GEGEGB_00007	619.0	2.5e-227	1.0	1.0	1.0	BlastRules:WP_000130175
contig_1	cds	8729	9319	+	GEGEGB_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725G9S9
contig_1	cds	9376	9942	-	GEGEGB_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CRA2
contig_1	cds	10092	10805	-	GEGEGB_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CRA1
contig_1	cds	10841	11245	-	GEGEGB_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5PDM9
contig_1	cds	11594	13510	+	GEGEGB_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F6Y8
contig_1	ncRNA	13521	13595	+	GEGEGB_00013	84.0	1.9e-16	-	-	-	RFAM:RF02031
contig_1	cds	13596	14735	+	GEGEGB_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1G7
contig_1	cds	15020	15967	+	GEGEGB_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725VGS1
contig_1	cds	16094	16438	+	GEGEGB_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725VIW3
contig_1	cds	16499	17032	-	GEGEGB_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725VKD7
contig_1	cds	17049	17492	-	GEGEGB_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0L5G7
contig_1	cds	17873	19972	+	GEGEGB_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725FYX0
contig_1	cds	20064	21155	+	GEGEGB_00020	673.0	3.2e-243	1.0	0.933	0.956	UniRef:UniRef90_A0A379X1E2
contig_1	cds	21198	23060	+	GEGEGB_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z9Q4
contig_1	cds	23341	24045	+	GEGEGB_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725G058
contig_1	cds	24473	25015	+	GEGEGB_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725G629
contig_1	cds	25116	25802	+	GEGEGB_00024	433.0	7.8e-157	1.0	1.0	0.987	BlastRules:WP_000742551
contig_1	cds	25807	26727	+	GEGEGB_00025	605.0	6.3e-218	0.997	0.857	0.993	UniRef:UniRef90_A0A655CXG2
contig_1	cds	26728	27759	+	GEGEGB_00026	329.0	5.0e-109	0.892	0.965	0.507	UniRef:UniRef90_UPI0034D31EED
contig_1	cds	27874	28428	+	GEGEGB_00027	362.0	1.5e-126	1.0	0.974	0.984	UniRef:UniRef90_UPI0019600BD0
contig_1	cds	28429	29436	+	GEGEGB_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H2VKK2
contig_1	cds	29437	29982	+	GEGEGB_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725G9S2
contig_1	cds	29998	30516	+	GEGEGB_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A726A8Y6
contig_1	cds	30482	31213	+	GEGEGB_00031	496.0	2.5e-181	1.0	1.0	0.971	BlastRules:WP_001135039
contig_1	cds	31278	32123	+	GEGEGB_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725FSM0
contig_1	cds	32162	32449	+	GEGEGB_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725FU59
contig_1	cds	32549	32998	-	GEGEGB_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W9F8F0
contig_1	cds	33368	34363	+	GEGEGB_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725G5N3
contig_1	cds	34511	34816	-	GEGEGB_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z9P2
contig_1	cds	35339	37057	+	GEGEGB_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725VIX7
contig_1	cds	37103	38665	-	GEGEGB_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CR96
contig_1	cds	38773	39534	-	GEGEGB_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725FWC4
contig_1	cds	40128	41621	+	GEGEGB_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725VGC7
contig_1	cds	41720	42910	+	GEGEGB_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725VNH7
contig_1	cds	43198	44181	+	GEGEGB_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z9N7
contig_1	cds	44308	46023	+	GEGEGB_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y4FEH2
contig_1	cds	46186	47352	+	GEGEGB_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5PDL4
contig_1	cds	47420	48313	+	GEGEGB_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y4H234
contig_1	cds	48368	50407	-	GEGEGB_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725VLI6
contig_1	cds	50447	51820	-	GEGEGB_00047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A726A8Z1
contig_1	cds	52277	52540	-	GEGEGB_00048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2B1
contig_1	cds	52869	53807	+	GEGEGB_00049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CR93
contig_1	cds	53852	56686	+	GEGEGB_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z9N2
contig_1	cds	56686	57186	+	GEGEGB_00051	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z9N1
contig_1	cds	57341	57790	+	GEGEGB_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CR92
contig_1	cds	57793	58743	+	GEGEGB_00053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P58678
contig_1	ncRNA	58789	58920	+	GEGEGB_00054	166.6	5.0e-30	-	-	-	RFAM:RF02048
contig_1	cds	58943	60145	+	GEGEGB_00055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725FWB3
contig_1	cds	60161	61081	+	GEGEGB_00056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z9M9
contig_1	cds	61103	61789	-	GEGEGB_00057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0PDP3
contig_1	cds	61791	63449	-	GEGEGB_00058	1046.0	0.0	0.993	0.965	0.982	UniRef:UniRef90_A0A0T9Y0C6
contig_1	cds	63545	64846	-	GEGEGB_00059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0000059998
contig_1	cds	64859	66634	-	GEGEGB_00060	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8XGX8
contig_1	cds	66650	66889	-	GEGEGB_00061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z9M5
contig_1	cds	67048	68388	-	GEGEGB_00062	842.0	2.3e-311	1.0	1.0	1.0	BlastRules:WP_000183602
contig_1	cds	68633	69676	+	GEGEGB_00063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725GGD2
contig_1	cds	69706	69999	+	GEGEGB_00064	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CR91
contig_1	cds	69996	70865	+	GEGEGB_00065	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725GD10
contig_1	cds	70876	72396	+	GEGEGB_00066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A726AB57
contig_1	cds	72396	72947	+	GEGEGB_00067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W6ZH75
contig_1	cds	72925	73833	+	GEGEGB_00068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z9M0
contig_1	cds	74013	74834	+	GEGEGB_00069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5FHF8
contig_1	ncRNA-region	74840	74917	+	-	99.7	2.2e-16	-	-	-	RFAM:RF02551
contig_1	cds	75687	76835	+	GEGEGB_00070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725G2E0
contig_1	cds	76851	80078	+	GEGEGB_00071	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z9L7
contig_1	cds	80352	80747	+	GEGEGB_00072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CR90
