# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	132	326	-	ONMMKP_00001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Y2ZQD4
contig_1	cds	598	921	+	ONMMKP_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_G4VUV6
contig_1	cds	1170	1874	-	ONMMKP_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C7A3S3
contig_1	cds	1877	2011	-	ONMMKP_00004	-	-	-	-	-	-
contig_1	ncRNA	2554	2653	-	ONMMKP_00005	93.5	7.0e-16	-	-	-	RFAM:RF00106
contig_2	cds	750	941	-	ONMMKP_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P03051
contig_2	cds	973	1329	+	ONMMKP_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P13657
contig_2	cds	2007	2525	+	ONMMKP_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P13659
contig_2	cds	2532	2765	+	ONMMKP_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P13660
contig_2	cds	3100	3984	-	ONMMKP_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A740CF26
contig_2	cds	4020	4454	-	ONMMKP_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A736K3V3
contig_2	cds	4682	5494	-	ONMMKP_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A827Z2W0
contig_2	ncRNA	5688	5791	-	ONMMKP_00013	68.3	7.4e-11	-	-	-	RFAM:RF00106
contig_3	cds	66	623	-	ONMMKP_00014	362.0	3.3e-130	1.0	1.0	0.995	BlastRules:WP_001165559
contig_3	cds	653	1642	+	ONMMKP_00015	660.0	1.4e-239	1.0	0.943	0.985	UniRef:UniRef90_A0A6C8EXF8
contig_3	cds	1642	2229	+	ONMMKP_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I0YJM1
contig_3	cds	2233	2772	-	ONMMKP_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y1U3Z9
contig_3	cds	2775	3692	-	ONMMKP_00018	561.0	1.7e-201	0.905	0.896	0.996	UniRef:UniRef90_A0A621E6Z6
contig_4	cds	37	510	-	ONMMKP_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZNS4
contig_4	cds	1024	1197	-	ONMMKP_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A455RS33
contig_4	cds	1407	3137	-	ONMMKP_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V1RUC4
contig_4	cds	3194	5362	-	ONMMKP_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C7HSE3
contig_4	cds	5705	6403	-	ONMMKP_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0T9XC94
contig_4	ncRNA	6465	6594	-	ONMMKP_00024	107.8	1.2e-15	-	-	-	RFAM:RF02957
contig_4	cds	6879	7352	-	ONMMKP_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZNS4
contig_4	tRNA	7515	7590	-	ONMMKP_00026	79.7	-	-	-	-	-
contig_4	tRNA	8485	8560	-	ONMMKP_00027	79.7	-	-	-	-	-
contig_4	cds	8661	9458	-	ONMMKP_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZNS5
contig_4	tRNA	9547	9636	+	ONMMKP_00029	90.4	-	-	-	-	-
contig_4	cds	10227	10646	+	ONMMKP_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A625KFE1
contig_4	cds	10649	11917	+	ONMMKP_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Z8AJU4
contig_4	ncRNA-region	12226	12623	+	-	110.1	6.6e-13	-	-	-	RFAM:RF01766
contig_4	cds	12372	12584	+	ONMMKP_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0CL01
contig_4	ncRNA	12741	12820	+	ONMMKP_00033	107.0	1.1e-16	-	-	-	RFAM:RF02077
contig_4	cds	13044	14222	-	ONMMKP_00034	705.0	4.7e-259	1.005	1.0	0.980	BlastRules:WP_001080666
contig_4	ncRNA	14522	14616	-	ONMMKP_00035	95.5	3.6e-13	-	-	-	RFAM:RF01401
contig_4	cds	14872	15183	+	ONMMKP_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A637XT28
contig_4	cds	15263	15958	+	ONMMKP_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A608SEU3
contig_4	cds	16032	17462	+	ONMMKP_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y7Y4C0
contig_4	cds	17443	17913	+	ONMMKP_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W5D518
contig_4	cds	17902	18822	-	ONMMKP_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603BMZ4
contig_4	cds	18998	19909	+	ONMMKP_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y2E0I8
contig_4	cds	19986	20171	+	ONMMKP_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X4T710
contig_4	cds	20336	22048	+	ONMMKP_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V6NI97
contig_4	cds	22027	22842	-	ONMMKP_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P65417
contig_4	ncRNA	23055	23138	+	ONMMKP_00045	96.9	2.1e-17	-	-	-	RFAM:RF00014
contig_4	cds	23152	23379	-	ONMMKP_00046	134.0	1.9e-43	1.0	1.0	0.920	BlastRules:WP_000844800
contig_4	cds	23508	23702	+	ONMMKP_00047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0C0T3
contig_4	cds	23741	24364	-	ONMMKP_00048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0KRK0
contig_4	cds	24646	25440	-	ONMMKP_00049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3G651
contig_4	cds	25449	25718	-	ONMMKP_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1L5
contig_4	cds	25728	26465	-	ONMMKP_00051	452.0	6.9e-164	1.0	1.0	0.996	BlastRules:WP_001253410
contig_4	cds	26465	26842	-	ONMMKP_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1L1
contig_4	cds	26842	27255	-	ONMMKP_00053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A379SJT6
contig_4	cds	27252	28256	-	ONMMKP_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26418
contig_4	cds	28261	28728	-	ONMMKP_00055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26417
contig_4	cds	28833	30056	-	ONMMKP_00056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U8TIS4
contig_4	cds	30053	30496	-	ONMMKP_00057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1K1
contig_4	cds	30518	31888	-	ONMMKP_00058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26465
contig_4	cds	31888	32595	-	ONMMKP_00059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3T5SP05
contig_4	cds	32588	33583	-	ONMMKP_00060	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1J9
contig_4	cds	33576	35258	-	ONMMKP_00061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8EVB4
contig_4	cds	35475	35789	+	ONMMKP_00062	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26462
contig_4	cds	36561	36794	-	ONMMKP_00063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA31
contig_4	cds	36791	37996	-	ONMMKP_00064	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y7H8Q0
contig_4	cds	38182	38595	+	ONMMKP_00065	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q06399
contig_4	cds	38635	40119	-	ONMMKP_00066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z6ZGL2
contig_4	cds	40191	40559	-	ONMMKP_00067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1N2
contig_4	cds	40559	40966	-	ONMMKP_00068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26609
contig_4	cds	40981	42384	-	ONMMKP_00069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P16328
contig_4	cds	42641	44122	+	ONMMKP_00070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3R0YSS7
contig_4	cds	44201	45406	+	ONMMKP_00071	786.0	6.1e-291	1.0	1.0	0.983	BlastRules:WP_000659236
contig_4	cds	45603	46322	+	ONMMKP_00072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2E8
contig_4	cds	46381	46932	+	ONMMKP_00073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A210
contig_4	cds	47079	47879	+	ONMMKP_00074	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603NV07
contig_4	cds	48033	49019	+	ONMMKP_00075	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F2T4
contig_4	cds	49040	49708	+	ONMMKP_00076	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y7Y536
contig_4	cds	49705	50457	+	ONMMKP_00077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z1MLE5
contig_4	cds	50690	51412	+	ONMMKP_00078	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5H9SW47
contig_4	cds	51479	51703	-	ONMMKP_00079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQB7
contig_4	sorf	52027	52104	+	ONMMKP_00080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C7IBD0
contig_4	cds	52167	52823	+	ONMMKP_00081	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_H9L4B2
contig_4	cds	52820	54652	+	ONMMKP_00082	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U8B8V0
contig_4	cds	54709	55257	+	ONMMKP_00083	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQB9
contig_4	tRNA	55409	55484	+	ONMMKP_00084	88.4	-	-	-	-	-
contig_4	tRNA	55538	55611	+	ONMMKP_00085	63.0	-	-	-	-	-
contig_4	tRNA	55623	55709	+	ONMMKP_00086	71.7	-	-	-	-	-
contig_4	cds	56007	56291	+	ONMMKP_00087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8EZR9
contig_4	cds	56511	57944	+	ONMMKP_00088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U9Q8P4
contig_4	cds	58157	58483	+	ONMMKP_00089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I9DFZ6
contig_4	ncRNA	58492	58669	-	ONMMKP_00090	218.6	4.6e-33	-	-	-	RFAM:RF02078
contig_4	cds	58722	59387	+	ONMMKP_00091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3R0HPT9
contig_4	cds	59462	60730	-	ONMMKP_00092	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8ESV0
contig_4	cds	60900	61139	+	ONMMKP_00093	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQC1
contig_4	cds	61185	61682	-	ONMMKP_00094	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0P9B4
contig_4	cds	61922	62257	-	ONMMKP_00095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZNU5
contig_4	cds	62513	63151	+	ONMMKP_00096	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZNU6
contig_4	cds	63330	63833	-	ONMMKP_00097	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQC2
contig_4	cds	64384	64941	+	ONMMKP_00098	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U9Q8Q7
contig_4	cds	65476	66378	+	ONMMKP_00099	573.0	2.0e-206	1.003	1.0	0.960	UniRef:UniRef90_E1WGG9
contig_4	cds	66353	67774	+	ONMMKP_00100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5U3HGV4
contig_4	cds	67792	68220	-	ONMMKP_00101	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5U3SZQ7
contig_4	cds	69016	69357	+	ONMMKP_00102	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2R2
contig_4	cds	69360	69938	+	ONMMKP_00103	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O52222
contig_4	cds	70063	70950	+	ONMMKP_00104	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P55891
contig_4	cds	70947	71876	+	ONMMKP_00105	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P55892
contig_4	cds	71881	73896	+	ONMMKP_00106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2T6X095
contig_4	cds	73917	74420	+	ONMMKP_00107	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P06110
contig_4	cds	74657	76318	+	ONMMKP_00108	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C6YZH9
contig_4	cds	76479	77345	+	ONMMKP_00109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P07801
contig_4	cds	77342	78391	+	ONMMKP_00110	635.0	6.0e-233	1.0	1.0	0.948	BlastRules:WP_000036361
contig_4	cds	78409	78798	+	ONMMKP_00111	231.0	2.4e-80	1.0	1.0	0.907	VFDB:VFG043206
contig_4	cds	78806	79453	+	ONMMKP_00112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0T9XP85
contig_4	cds	79361	79555	-	ONMMKP_00113	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A379US83
contig_4	cds	79647	80798	+	ONMMKP_00114	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A630KWL0
contig_4	cds	80791	82869	+	ONMMKP_00115	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P40729
contig_4	cds	82869	83261	+	ONMMKP_00116	266.0	4.9e-94	1.0	1.0	0.992	BlastRules:WP_001233619
contig_4	cds	83498	84637	+	ONMMKP_00117	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A608SG19
contig_4	cds	84691	86562	-	ONMMKP_00118	1258.0	0.0	1.0	1.0	0.994	BlastRules:WP_000142877
contig_4	cds	86751	88484	-	ONMMKP_00119	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5R142
contig_4	cds	88721	89290	+	ONMMKP_00120	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5H5JCE8
contig_4	cds	89310	90056	+	ONMMKP_00121	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A708E608
contig_4	ncRNA	89828	90135	+	ONMMKP_00122	214.5	7.5e-31	-	-	-	RFAM:RF02654
contig_4	cds	90292	91263	-	ONMMKP_00123	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A608SDK8
contig_4	cds	91260	92003	-	ONMMKP_00124	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQC4
contig_4	cds	92044	92439	-	ONMMKP_00125	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQC5
contig_4	cds	92492	93310	-	ONMMKP_00126	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A625YR62
contig_4	cds	93307	93873	-	ONMMKP_00127	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQC7
contig_4	cds	94198	95970	+	ONMMKP_00128	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z7CY82
contig_4	cds	96073	96525	+	ONMMKP_00129	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZNV3
contig_4	cds	96555	97295	+	ONMMKP_00130	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67179
contig_4	cds	97332	97853	+	ONMMKP_00131	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5FSN3
contig_4	cds	97884	99380	+	ONMMKP_00132	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3T5SRL7
contig_4	cds	99480	100076	-	ONMMKP_00133	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y2E400
contig_4	cds	100285	100977	+	ONMMKP_00134	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6M3P6B8
contig_4	cds	101337	101948	+	ONMMKP_00135	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66746
