#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABAO01000065.1:7488-8858|-     -            457 47034at91347         -            399  1.6e-197  654.4   0.7   1   1  4.5e-200  1.9e-197  654.1   0.7     1   394     7   443     7   454 0.92 NZ_ABAO01000065.1_7 # 7488 # 8858 # -1 # ID=49_7;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.527
NZ_ABAO01000001.3:311687-312712|+ -            342 47034at91347         -            399   1.1e-06   25.9  18.1   1   2   2.4e-08     1e-05   22.7  13.8   227   385   109   257   104   266 0.81 NZ_ABAO01000001.3_272 # 311687 # 312712 # 1 # ID=113_272;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.519
NZ_ABAO01000001.3:311687-312712|+ -            342 47034at91347         -            399   1.1e-06   25.9  18.1   2   2     0.034        14    2.5   0.2   224   260   255   292   252   296 0.80 NZ_ABAO01000001.3_272 # 311687 # 312712 # 1 # ID=113_272;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.519
NZ_ABAO01000064.1:125-679|+       -            185 47034at91347         -            399   2.4e-06   24.8   4.6   1   2    0.0004      0.17    8.9   0.2   248   297    15    66    13    72 0.59 NZ_ABAO01000064.1_1 # 125 # 679 # 1 # ID=50_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.510
NZ_ABAO01000064.1:125-679|+       -            185 47034at91347         -            399   2.4e-06   24.8   4.6   2   2   8.5e-07   0.00036   17.7   0.7   228   279    81   132    75   180 0.86 NZ_ABAO01000064.1_1 # 125 # 679 # 1 # ID=50_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.510
NZ_ABAO01000005.1:101267-101755|- -            163 47034at91347         -            399   1.3e-05   22.5   4.1   1   2    0.0037       1.6    5.7   0.1   223   262    59   100    40   107 0.66 NZ_ABAO01000005.1_100 # 101267 # 101755 # -1 # ID=109_100;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.562
NZ_ABAO01000005.1:101267-101755|- -            163 47034at91347         -            399   1.3e-05   22.5   4.1   2   2     6e-07   0.00025   18.2   0.8   230   265   111   146   103   158 0.89 NZ_ABAO01000005.1_100 # 101267 # 101755 # -1 # ID=109_100;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.562
NZ_ABAO01000001.3:295571-296395|- -            275 47034at91347         -            399   5.2e-05   20.4   0.4   1   1   1.6e-07     7e-05   20.0   0.4   310   392   133   218   103   223 0.79 NZ_ABAO01000001.3_259 # 295571 # 296395 # -1 # ID=113_259;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.541
NZ_ABAO01000044.1:30566-31474|-   -            303 47034at91347         -            399    0.0012   15.9   0.1   1   3   0.00018     0.077   10.0   0.0     3    38    12    50    10    74 0.75 NZ_ABAO01000044.1_32 # 30566 # 31474 # -1 # ID=70_32;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.495
NZ_ABAO01000044.1:30566-31474|-   -            303 47034at91347         -            399    0.0012   15.9   0.1   2   3     0.018       7.7    3.4   0.0    53    90   104   141    78   187 0.74 NZ_ABAO01000044.1_32 # 30566 # 31474 # -1 # ID=70_32;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.495
NZ_ABAO01000044.1:30566-31474|-   -            303 47034at91347         -            399    0.0012   15.9   0.1   3   3      0.95     4e+02   -2.2   0.0   161   184   237   260   214   274 0.83 NZ_ABAO01000044.1_32 # 30566 # 31474 # -1 # ID=70_32;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.495
NZ_ABAO01000005.1:77136-77909|-   -            258 47034at91347         -            399    0.0042   14.2   0.1   1   2     4e-05     0.017   12.1   0.0     2    41     3    45     2    62 0.87 NZ_ABAO01000005.1_78 # 77136 # 77909 # -1 # ID=109_78;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.434
