#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEW01000004.1:27369-28739|+   -            457 47034at91347         -            399  1.6e-197  654.4   0.7   1   1  5.3e-200  1.9e-197  654.1   0.7     1   394     7   443     7   454 0.92 NZ_ABEW01000004.1_27 # 27369 # 28739 # 1 # ID=60_27;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.528
NZ_ABEW01000003.1:22525-23550|-   -            342 47034at91347         -            399   1.1e-06   25.9  18.1   1   2   2.9e-08     1e-05   22.7  13.8   227   385   109   257   104   266 0.81 NZ_ABEW01000003.1_23 # 22525 # 23550 # -1 # ID=61_23;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.516
NZ_ABEW01000003.1:22525-23550|-   -            342 47034at91347         -            399   1.1e-06   25.9  18.1   2   2      0.04        14    2.5   0.2   224   260   255   292   252   296 0.80 NZ_ABEW01000003.1_23 # 22525 # 23550 # -1 # ID=61_23;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.516
NZ_ABEW01000039.1:2-514|+         -            171 47034at91347         -            399   2.4e-06   24.8   4.3   1   2   0.00055       0.2    8.7   0.2   249   297     2    52     1    57 0.56 NZ_ABEW01000039.1_1 # 2 # 514 # 1 # ID=25_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.519
NZ_ABEW01000039.1:2-514|+         -            171 47034at91347         -            399   2.4e-06   24.8   4.3   2   2   7.9e-07   0.00029   18.0   0.7   228   279    67   118    61   168 0.84 NZ_ABEW01000039.1_1 # 2 # 514 # 1 # ID=25_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.519
NZ_ABEW01000035.1:215-769|-       -            185 47034at91347         -            399   2.7e-06   24.7   4.9   1   2   0.00038      0.14    9.2   0.2   248   297    15    66    13    72 0.57 NZ_ABEW01000035.1_2 # 215 # 769 # -1 # ID=29_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.505
NZ_ABEW01000035.1:215-769|-       -            185 47034at91347         -            399   2.7e-06   24.7   4.9   2   2   1.1e-06   0.00038   17.6   0.8   228   279    81   132    76   181 0.85 NZ_ABEW01000035.1_2 # 215 # 769 # -1 # ID=29_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.505
NZ_ABEW01000006.1:330702-331190|+ -            163 47034at91347         -            399   9.8e-06   22.8   3.8   1   2    0.0044       1.6    5.7   0.1   223   262    59   100    40   107 0.66 NZ_ABEW01000006.1_295 # 330702 # 331190 # 1 # ID=58_295;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.556
NZ_ABEW01000006.1:330702-331190|+ -            163 47034at91347         -            399   9.8e-06   22.8   3.8   2   2   6.2e-07   0.00022   18.4   0.7   230   265   111   146   103   158 0.89 NZ_ABEW01000006.1_295 # 330702 # 331190 # 1 # ID=58_295;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.556
NZ_ABEW01000003.1:38844-39668|+   -            275 47034at91347         -            399   5.2e-05   20.4   0.4   1   1   1.9e-07     7e-05   20.0   0.4   310   392   133   218   103   223 0.79 NZ_ABEW01000003.1_36 # 38844 # 39668 # 1 # ID=61_36;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.537
NZ_ABEW01000020.1:25256-25684|-   -            143 47034at91347         -            399   0.00015   18.9   1.0   1   1   5.2e-07   0.00019   18.6   0.7   228   279    39    90    34   140 0.83 NZ_ABEW01000020.1_46 # 25256 # 25684 # -1 # ID=44_46;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.501
