#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEH02000001.1:542585-543901|+ -            439 38133at91347         -            376  5.6e-180  596.2   0.0   1   1  1.6e-182  8.2e-180  595.7   0.0     1   376     1   438     1   438 0.90 NZ_ABEH02000001.1_487 # 542585 # 543901 # 1 # ID=19_487;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.585
NZ_ABEH02000001.1:540148-541506|+ -            453 38133at91347         -            376   1.1e-13   48.8   0.3   1   1     5e-12   2.7e-09   34.5   0.3    90   292   100   350    85   366 0.68 NZ_ABEH02000001.1_485 # 540148 # 541506 # 1 # ID=19_485;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.563
NZ_ABEH02000001.1:546328-547803|+ -            492 38133at91347         -            376   2.7e-12   44.3   0.0   1   2   2.4e-10   1.3e-07   28.9   0.0    52   181    73   215    18   238 0.72 NZ_ABEH02000001.1_490 # 546328 # 547803 # 1 # ID=19_490;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.564
NZ_ABEH02000001.1:546328-547803|+ -            492 38133at91347         -            376   2.7e-12   44.3   0.0   2   2   1.5e-05     0.008   13.1   0.0   224   264   290   330   260   337 0.91 NZ_ABEH02000001.1_490 # 546328 # 547803 # 1 # ID=19_490;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.564
NZ_ABEH02000001.1:538664-540151|+ -            496 38133at91347         -            376   4.9e-10   36.9   1.7   1   3   8.5e-07   0.00045   17.3   0.2    88   130   107   149   102   153 0.92 NZ_ABEH02000001.1_484 # 538664 # 540151 # 1 # ID=19_484;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.591
NZ_ABEH02000001.1:538664-540151|+ -            496 38133at91347         -            376   4.9e-10   36.9   1.7   2   3   4.9e-07   0.00026   18.1   0.0   138   198   182   246   157   262 0.83 NZ_ABEH02000001.1_484 # 538664 # 540151 # 1 # ID=19_484;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.591
NZ_ABEH02000001.1:538664-540151|+ -            496 38133at91347         -            376   4.9e-10   36.9   1.7   3   3      0.79   4.2e+02   -2.4   0.0   222   262   303   343   298   348 0.78 NZ_ABEH02000001.1_484 # 538664 # 540151 # 1 # ID=19_484;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.591
NZ_ABEH02000001.1:246865-248238|+ -            458 38133at91347         -            376   0.00011   19.3   0.0   1   2     0.018       9.6    3.0   0.0    91   120   104   133    95   192 0.83 NZ_ABEH02000001.1_212 # 246865 # 248238 # 1 # ID=19_212;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.587
NZ_ABEH02000001.1:246865-248238|+ -            458 38133at91347         -            376   0.00011   19.3   0.0   2   2     1e-05    0.0055   13.7   0.0   212   288   265   346   247   356 0.86 NZ_ABEH02000001.1_212 # 246865 # 248238 # 1 # ID=19_212;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.587
NZ_ABEH02000012.1:71606-73024|-   -            473 38133at91347         -            376   0.00011   19.2   0.0   1   2   3.2e-05     0.017   12.1   0.0     5    38   145   178   142   196 0.92 NZ_ABEH02000012.1_63 # 71606 # 73024 # -1 # ID=8_63;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.568
NZ_ABEH02000012.1:71606-73024|-   -            473 38133at91347         -            376   0.00011   19.2   0.0   2   2    0.0045       2.4    5.0   0.0     4    32   285   313   282   332 0.82 NZ_ABEH02000012.1_63 # 71606 # 73024 # -1 # ID=8_63;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.568
NZ_ABEH02000006.1:332320-334281|+ -            654 38133at91347         -            376    0.0026   14.8   0.0   1   2   4.6e-05     0.024   11.6   0.0     5    38   326   359   322   367 0.91 NZ_ABEH02000006.1_289 # 332320 # 334281 # 1 # ID=14_289;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.584
NZ_ABEH02000006.1:332320-334281|+ -            654 38133at91347         -            376    0.0026   14.8   0.0   2   2     0.088        46    0.8   0.0     5    31   467   493   463   512 0.81 NZ_ABEH02000006.1_289 # 332320 # 334281 # 1 # ID=14_289;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.584
NZ_ABEH02000005.1:383467-384735|- -            423 38133at91347         -            376     0.016   12.2   0.0   1   3   0.00086      0.45    7.4   0.0    91   121    50    80    23    85 0.81 NZ_ABEH02000005.1_352 # 383467 # 384735 # -1 # ID=15_352;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.586
NZ_ABEH02000005.1:383467-384735|- -            423 38133at91347         -            376     0.016   12.2   0.0   2   3     0.037        19    2.0   0.0   133   171   140   179   131   208 0.81 NZ_ABEH02000005.1_352 # 383467 # 384735 # -1 # ID=15_352;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.586
NZ_ABEH02000005.1:383467-384735|- -            423 38133at91347         -            376     0.016   12.2   0.0   3   3       1.9     1e+03   -3.6   0.0   227   265   257   293   252   296 0.59 NZ_ABEH02000005.1_352 # 383467 # 384735 # -1 # ID=15_352;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.586
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/38133at91347.hmm
# Target file:     reports/busco-results/GCF_000171255.1_ASM17125v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout reports/busco-results/GCF_000171255.1_ASM17125v1_genomic.fna/run_enterobacterales_odb10/hmmer_output/38133at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/38133at91347.hmm reports/busco-results/GCF_000171255.1_ASM17125v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Sat Feb 21 23:25:33 2026
# [ok]
