#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEH02000004.1:29276-30646|+   -            457 47034at91347         -            399  3.7e-199  659.6   0.7   1   1  1.1e-201  4.5e-199  659.3   0.7     1   394     7   443     7   454 0.92 NZ_ABEH02000004.1_28 # 29276 # 30646 # 1 # ID=16_28;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.530
NZ_ABEH02000001.1:663299-664324|+ -            342 47034at91347         -            399     1e-06   25.9  18.1   1   2   2.2e-08   9.3e-06   22.7  13.8   227   385   109   257   104   266 0.81 NZ_ABEH02000001.1_587 # 663299 # 664324 # 1 # ID=19_587;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.518
NZ_ABEH02000001.1:663299-664324|+ -            342 47034at91347         -            399     1e-06   25.9  18.1   2   2     0.031        13    2.5   0.2   224   260   255   292   252   296 0.80 NZ_ABEH02000001.1_587 # 663299 # 664324 # 1 # ID=19_587;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.518
NZ_ABEH02000005.1:118361-118849|- -            163 47034at91347         -            399   8.8e-06   22.8   3.8   1   2    0.0034       1.4    5.7   0.1   223   262    59   100    40   107 0.66 NZ_ABEH02000005.1_116 # 118361 # 118849 # -1 # ID=15_116;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.562
NZ_ABEH02000005.1:118361-118849|- -            163 47034at91347         -            399   8.8e-06   22.8   3.8   2   2   4.7e-07    0.0002   18.4   0.7   230   265   111   146   103   158 0.89 NZ_ABEH02000005.1_116 # 118361 # 118849 # -1 # ID=15_116;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.562
NZ_ABEH02000001.1:647163-647987|- -            275 47034at91347         -            399   4.6e-05   20.5   0.4   1   1   1.5e-07   6.3e-05   20.0   0.4   310   392   133   218   103   223 0.79 NZ_ABEH02000001.1_574 # 647163 # 647987 # -1 # ID=19_574;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.539
NZ_ABEH02000002.1:509904-510812|- -            303 47034at91347         -            399    0.0011   15.9   0.1   1   3   0.00016     0.069   10.0   0.0     3    38    12    50    10    74 0.75 NZ_ABEH02000002.1_494 # 509904 # 510812 # -1 # ID=18_494;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.494
NZ_ABEH02000002.1:509904-510812|- -            303 47034at91347         -            399    0.0011   15.9   0.1   2   3     0.016       6.9    3.4   0.0    53    90   104   141    78   187 0.74 NZ_ABEH02000002.1_494 # 509904 # 510812 # -1 # ID=18_494;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.494
NZ_ABEH02000002.1:509904-510812|- -            303 47034at91347         -            399    0.0011   15.9   0.1   3   3      0.86   3.6e+02   -2.2   0.0   161   184   237   260   214   274 0.83 NZ_ABEH02000002.1_494 # 509904 # 510812 # -1 # ID=18_494;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.494
NZ_ABEH02000005.1:94230-95003|-   -            258 47034at91347         -            399    0.0039   14.1   0.1   1   2   3.7e-05     0.015   12.1   0.0     2    41     3    45     2    62 0.87 NZ_ABEH02000005.1_94 # 94230 # 95003 # -1 # ID=15_94;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.433
NZ_ABEH02000005.1:94230-95003|-   -            258 47034at91347         -            399    0.0039   14.1   0.1   2   2      0.24     1e+02   -0.4   0.0    55    86    97   129    74   154 0.77 NZ_ABEH02000005.1_94 # 94230 # 95003 # -1 # ID=15_94;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.433
