#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEH02000008.1:120206-122029|+ -            608 9913at91347          -            518  1.5e-292  968.4   2.3   1   1  5.1e-295  2.7e-292  967.6   2.3     1   518     5   602     5   602 0.91 NZ_ABEH02000008.1_105 # 120206 # 122029 # 1 # ID=12_105;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.538
NZ_ABEH02000006.1:187233-189032|+ -            600 9913at91347          -            518   1.3e-32  110.8   1.7   1   3   1.3e-34     7e-32  108.3   0.1     1   209     4   230     4   249 0.81 NZ_ABEH02000006.1_180 # 187233 # 189032 # 1 # ID=14_180;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.528
NZ_ABEH02000006.1:187233-189032|+ -            600 9913at91347          -            518   1.3e-32  110.8   1.7   2   3      0.56   2.9e+02   -2.6   0.0   306   341   340   376   337   386 0.75 NZ_ABEH02000006.1_180 # 187233 # 189032 # 1 # ID=14_180;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.528
NZ_ABEH02000006.1:187233-189032|+ -            600 9913at91347          -            518   1.3e-32  110.8   1.7   3   3     0.078        41    0.2   0.1   347   444   420   521   408   560 0.75 NZ_ABEH02000006.1_180 # 187233 # 189032 # 1 # ID=14_180;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.528
NZ_ABEH02000019.1:234-1172|+      -            313 9913at91347          -            518   4.4e-18   62.8   1.3   1   2   1.5e-19     8e-17   58.7   0.0     3   159    14   182    12   191 0.74 NZ_ABEH02000019.1_1 # 234 # 1172 # 1 # ID=1_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.536
NZ_ABEH02000019.1:234-1172|+      -            313 9913at91347          -            518   4.4e-18   62.8   1.3   2   2    0.0093       4.9    3.3   0.3   184   212   225   253   217   286 0.85 NZ_ABEH02000019.1_1 # 234 # 1172 # 1 # ID=1_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.536
NZ_ABEH02000001.1:355525-357114|+ -            530 9913at91347          -            518   3.2e-15   53.4   0.3   1   2   1.6e-17   8.3e-15   52.0   0.0     2   121    14   147    13   165 0.80 NZ_ABEH02000001.1_323 # 355525 # 357114 # 1 # ID=19_323;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.542
NZ_ABEH02000001.1:355525-357114|+ -            530 9913at91347          -            518   3.2e-15   53.4   0.3   2   2      0.33   1.8e+02   -1.9   0.0   437   452   355   370   351   385 0.80 NZ_ABEH02000001.1_323 # 355525 # 357114 # 1 # ID=19_323;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.542
NZ_ABEH02000003.1:472326-475004|- -            893 9913at91347          -            518   1.2e-12   44.9   0.6   1   1   5.2e-15   2.7e-12   43.7   0.6     4   121   396   505   394   560 0.78 NZ_ABEH02000003.1_446 # 472326 # 475004 # -1 # ID=17_446;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.555
NZ_ABEH02000003.1:100375-101814|- -            480 9913at91347          -            518   4.7e-09   33.0   0.1   1   3      0.18        93   -0.9   0.0     9    25    35    51    31    77 0.78 NZ_ABEH02000003.1_107 # 100375 # 101814 # -1 # ID=17_107;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.550
NZ_ABEH02000003.1:100375-101814|- -            480 9913at91347          -            518   4.7e-09   33.0   0.1   2   3   2.5e-10   1.3e-07   28.3   0.0    31   120    81   172    71   219 0.81 NZ_ABEH02000003.1_107 # 100375 # 101814 # -1 # ID=17_107;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.550
