gene	contig	start	stop	strand	family	nb_copy_in_genome	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
LNHIMF_00001	contig_1	169	255	+	GEGEGB_00001	1	persistent	2	0	0
LNHIMF_00002	contig_1	337	2799	+	GEGEGB_00002	1	persistent	2	0	0
LNHIMF_00003	contig_1	2801	3730	+	GEGEGB_00003	1	persistent	2	0	0
LNHIMF_00004	contig_1	3734	5020	+	GEGEGB_00004	1	persistent	2	0	0
LNHIMF_00005	contig_1	5114	5887	-	GEGEGB_00005	1	persistent	2	0	0
LNHIMF_00006	contig_1	5966	7396	-	GEGEGB_00006	1	persistent	2	0	0
LNHIMF_00007	contig_1	7665	8618	+	GEGEGB_00007	1	persistent	2	0	0
LNHIMF_00008	contig_1	8729	9319	+	GEGEGB_00008	1	persistent	2	0	0
LNHIMF_00009	contig_1	9376	9942	-	GEGEGB_00009	1	persistent	2	0	0
LNHIMF_00010	contig_1	10092	10805	-	GEGEGB_00010	1	persistent	2	0	0
LNHIMF_00011	contig_1	10841	11245	-	GEGEGB_00011	1	persistent	2	0	0
LNHIMF_00012	contig_1	11594	13510	+	GEGEGB_00012	1	persistent	2	0	0
LNHIMF_00014	contig_1	13596	14735	+	GEGEGB_00014	1	persistent	2	0	1
LNHIMF_00015	contig_1	15016	15963	+	GEGEGB_00015	1	persistent	2	0	1
LNHIMF_00016	contig_1	16090	16434	+	LNHIMF_00016	1	persistent	2	0	0
LNHIMF_00017	contig_1	16495	17028	-	LNHIMF_00017	1	persistent	2	0	0
LNHIMF_00018	contig_1	17045	17488	-	GEGEGB_00018	1	persistent	2	0	0
LNHIMF_00019	contig_1	17869	19968	+	BEJGEH_00020	1	persistent	2	0	0
LNHIMF_00020	contig_1	20061	23057	+	LNHIMF_00020	1	persistent	2	0	0
LNHIMF_00021	contig_1	23346	24041	+	BEJGEH_00022	1	persistent	2	0	0
LNHIMF_00022	contig_1	24472	25014	+	LNHIMF_00022	1	persistent	2	0	0
LNHIMF_00023	contig_1	25116	25802	+	LNHIMF_00023	1	persistent	2	0	0
LNHIMF_00024	contig_1	25807	28428	+	LNHIMF_00024	1	persistent	2	0	0
LNHIMF_00025	contig_1	28429	29436	+	LNHIMF_00025	1	persistent	2	0	0
LNHIMF_00026	contig_1	29437	29982	+	LNHIMF_00026	1	persistent	2	0	0
LNHIMF_00027	contig_1	29998	30516	+	GEGEGB_00030	1	persistent	2	0	0
LNHIMF_00028	contig_1	30482	31213	+	LNHIMF_00028	1	persistent	2	0	0
LNHIMF_00029	contig_1	31278	32123	+	LNHIMF_00029	1	persistent	2	0	1
LNHIMF_00030	contig_1	32162	32449	+	LNHIMF_00030	1	persistent	2	1	0
LNHIMF_00031	contig_1	32549	32998	-	GEGEGB_00034	1	persistent	1	1	1
LNHIMF_00032	contig_1	33368	34372	+	AJBGEP_00032	1	shell	2	1	0
LNHIMF_00033	contig_1	34380	34817	-	HFCAGB_00034	1	shell	0	2	0
LNHIMF_00034	contig_1	35340	37058	+	BEJGEH_00035	1	shell	0	2	0
LNHIMF_00035	contig_1	37104	38666	-	GEGEGB_00038	1	shell	0	2	0
LNHIMF_00036	contig_1	38774	39535	-	GEGEGB_00039	1	shell	1	1	0
LNHIMF_00037	contig_1	40130	41623	+	LNHIMF_00037	1	persistent	0	2	2
LNHIMF_00038	contig_1	41722	42912	+	LNHIMF_00038	1	shell	1	1	0
LNHIMF_00039	contig_1	42937	44184	+	IKCLMC_03170	1	shell	1	1	0
LNHIMF_00040	contig_1	44311	46026	+	LNHIMF_00040	1	persistent	1	1	1
LNHIMF_00041	contig_1	46189	47355	+	LNHIMF_00041	1	persistent	2	0	1
LNHIMF_00042	contig_1	47423	48316	+	GEGEGB_00045	1	persistent	2	0	0
LNHIMF_00043	contig_1	48371	50410	-	LNHIMF_00043	1	persistent	2	0	0
LNHIMF_00044	contig_1	50450	51823	-	LNHIMF_00044	1	persistent	2	0	1
LNHIMF_00045	contig_1	52323	52532	+	LNHIMF_00045	1	persistent	2	0	0
LNHIMF_00046	contig_1	52876	53814	+	GEGEGB_00049	1	persistent	2	0	1
LNHIMF_00047	contig_1	53859	56693	+	LNHIMF_00047	1	persistent	2	0	0
LNHIMF_00048	contig_1	56693	57193	+	LNHIMF_00048	1	persistent	2	0	0
LNHIMF_00049	contig_1	57348	57797	+	GEGEGB_00052	1	persistent	2	0	0
LNHIMF_00050	contig_1	57800	58750	+	GEGEGB_00053	1	persistent	2	0	0
LNHIMF_00052	contig_1	58950	60152	+	AJBGEP_00052	1	persistent	2	0	0
LNHIMF_00053	contig_1	60168	61088	+	GEGEGB_00056	1	persistent	2	0	0
LNHIMF_00054	contig_1	61110	61796	-	GEGEGB_00057	1	persistent	2	0	0
LNHIMF_00055	contig_1	61798	63456	-	BEJGEH_00056	1	persistent	2	0	0
LNHIMF_00056	contig_1	63552	64853	-	LNHIMF_00056	2	persistent	4	0	0
LNHIMF_00057	contig_1	64866	66635	-	GEGEGB_00060	2	persistent	2	0	1
LNHIMF_00058	contig_1	66651	66890	-	AJBGEP_03535	2	persistent	3	1	0
LNHIMF_00059	contig_1	67049	68389	-	GEGEGB_00062	1	persistent	2	0	0
