# BUSCO version is: 6.0.0 
# The lineage dataset is: enterobacterales_odb10 (Creation date: 2024-01-08, number of genomes: 212, number of BUSCOs: 440)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
312at91347	Complete	NC_011149.1	4284551	4288579	+	2313.8	1137	https://v10-1.orthodb.org/?query=312at91347	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
373at91347	Complete	NC_011149.1	4288656	4292879	+	2417.0	1187	https://v10-1.orthodb.org/?query=373at91347	DNA-directed RNA polymerase subunit beta'
854at91347	Complete	NC_011149.1	4652584	4649729	-	1433.5	814	https://v10-1.orthodb.org/?query=854at91347	Valine--tRNA ligase
1674at91347	Complete	NC_011149.1	686987	684405	-	1214.6	713	https://v10-1.orthodb.org/?query=1674at91347	Leucine--tRNA ligase
2121at91347	Complete	NC_011149.1	1390620	1393217	+	1324.4	705	https://v10-1.orthodb.org/?query=2121at91347	DNA topoisomerase I, type IA
2325at91347	Complete	NC_011149.1	3067082	3063537	-	1327.7	953	https://v10-1.orthodb.org/?query=2325at91347	UvrD-like DNA helicase, C-terminal
2605at91347	Complete	NC_011149.1	279292	282774	+	1683.0	957	https://v10-1.orthodb.org/?query=2605at91347	DNA-directed DNA polymerase
2659at91347	Complete	NC_011149.1	179541	182204	+	1521.5	776	https://v10-1.orthodb.org/?query=2659at91347	Pyruvate dehydrogenase E1 component
3039at91347	Complete	NC_011149.1	2396301	2393575	-	1336.7	763	https://v10-1.orthodb.org/?query=3039at91347	NADH-quinone oxidoreductase
3084at91347	Complete	NC_011149.1	76859	80086	+	1764.4	933	https://v10-1.orthodb.org/?query=3084at91347	Carbamoyl-phosphate synthase large chain
3734at91347	Complete	NC_011149.1	160265	162970	+	1441.5	766	https://v10-1.orthodb.org/?query=3734at91347	SecA, preprotein cross-linking domain
4210at91347	Complete	NC_011149.1	487086	489440	+	1323.4	683	https://v10-1.orthodb.org/?query=4210at91347	Lon protease
4269at91347	Complete	NC_011149.1	4231949	4229751	-	927.8	607	https://v10-1.orthodb.org/?query=4269at91347	Primosomal protein N'
4411at91347	Complete	NC_011149.1	2327829	2325193	-	1403.1	743	https://v10-1.orthodb.org/?query=4411at91347	DNA gyrase subunit A
