# BUSCO version is: 6.0.0 
# The lineage dataset is: enterobacterales_odb10 (Creation date: 2024-01-08, number of genomes: 212, number of BUSCOs: 440)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
312at91347	Complete	NZ_ABEI01000040.1	3	3578	+	1953.0	988	https://v10-1.orthodb.org/?query=312at91347	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
373at91347	Fragmented	NZ_ABEI01000033.1	22785	19597	-	1687.8	864	https://v10-1.orthodb.org/?query=373at91347	DNA-directed RNA polymerase subunit beta'
854at91347	Complete	NZ_ABEI01000013.1	65032	62177	-	1434.2	814	https://v10-1.orthodb.org/?query=854at91347	Valine--tRNA ligase
1674at91347	Complete	NZ_ABEI01000007.1	213189	210607	-	1214.6	713	https://v10-1.orthodb.org/?query=1674at91347	Leucine--tRNA ligase
2121at91347	Complete	NZ_ABEI01000002.1	322675	320078	-	1324.4	705	https://v10-1.orthodb.org/?query=2121at91347	DNA topoisomerase I, type IA
2325at91347	Complete	NZ_ABEI01000005.1	187440	183895	-	1328.6	953	https://v10-1.orthodb.org/?query=2325at91347	UvrD-like DNA helicase, C-terminal
2605at91347	Complete	NZ_ABEI01000003.1	324411	327893	+	1682.5	957	https://v10-1.orthodb.org/?query=2605at91347	DNA-directed DNA polymerase
2659at91347	Complete	NZ_ABEI01000003.1	218561	221224	+	1521.5	776	https://v10-1.orthodb.org/?query=2659at91347	Pyruvate dehydrogenase E1 component
3039at91347	Complete	NZ_ABEI01000001.1	355433	352707	-	1336.6	763	https://v10-1.orthodb.org/?query=3039at91347	NADH-quinone oxidoreductase
3084at91347	Complete	NZ_ABEI01000003.1	117830	121057	+	1764.4	933	https://v10-1.orthodb.org/?query=3084at91347	Carbamoyl-phosphate synthase large chain
3734at91347	Complete	NZ_ABEI01000003.1	199281	201986	+	1441.5	766	https://v10-1.orthodb.org/?query=3734at91347	SecA, preprotein cross-linking domain
4210at91347	Complete	NZ_ABEI01000007.1	6835	9189	+	1323.4	683	https://v10-1.orthodb.org/?query=4210at91347	Lon protease
4269at91347	Complete	NZ_ABEI01000014.1	109965	107767	-	927.8	607	https://v10-1.orthodb.org/?query=4269at91347	Primosomal protein N'
