#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABAM02000001.1:1490449-1491417|- -            323 58708at91347         -            281  1.8e-151  501.0   0.2   1   1  2.2e-153  9.4e-151  498.7   0.2     1   280     5   316     5   317 0.93 NZ_ABAM02000001.1_1342 # 1490449 # 1491417 # -1 # ID=2_1342;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.545
NZ_ABAM02000001.1:1170160-1171725|+ -            522 58708at91347         -            281   2.9e-55  185.4   0.6   1   1   2.4e-57     1e-54  183.6   0.6     4   278   214   515   211   518 0.85 NZ_ABAM02000001.1_1042 # 1170160 # 1171725 # 1 # ID=2_1042;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.551
NZ_ABAM02000001.1:682301-683725|+   -            475 58708at91347         -            281   1.2e-07   29.2   3.3   1   2     5e-06    0.0022   15.2   0.1     2    36     6    40     5    53 0.86 NZ_ABAM02000001.1_600 # 682301 # 683725 # 1 # ID=2_600;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.542
NZ_ABAM02000001.1:682301-683725|+   -            475 58708at91347         -            281   1.2e-07   29.2   3.3   2   2   1.5e-05    0.0064   13.7   0.7   137   254   178   316   173   325 0.64 NZ_ABAM02000001.1_600 # 682301 # 683725 # 1 # ID=2_600;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.542
NZ_ABAM02000001.1:4141048-4142400|+ -            451 58708at91347         -            281   1.5e-07   28.9   2.3   1   2      0.89   3.9e+02   -2.0   0.2     2    42     4    44     3    49 0.82 NZ_ABAM02000001.1_3836 # 4141048 # 4142400 # 1 # ID=2_3836;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.552
NZ_ABAM02000001.1:4141048-4142400|+ -            451 58708at91347         -            281   1.5e-07   28.9   2.3   2   2   7.4e-10   3.2e-07   27.8   0.1    69   254   106   306    73   319 0.71 NZ_ABAM02000001.1_3836 # 4141048 # 4142400 # 1 # ID=2_3836;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.552
NZ_ABAM02000001.1:3872343-3873761|+ -            473 58708at91347         -            281   0.00012   19.3   0.2   1   3    0.0019      0.83    6.7   0.0     3    40   147   185   145   190 0.81 NZ_ABAM02000001.1_3577 # 3872343 # 3873761 # 1 # ID=2_3577;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.564
NZ_ABAM02000001.1:3872343-3873761|+ -            473 58708at91347         -            281   0.00012   19.3   0.2   2   3     0.099        43    1.1   0.0   134   149   287   302   281   324 0.72 NZ_ABAM02000001.1_3577 # 3872343 # 3873761 # 1 # ID=2_3577;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.564
NZ_ABAM02000001.1:3872343-3873761|+ -            473 58708at91347         -            281   0.00012   19.3   0.2   3   3   0.00095      0.42    7.7   0.0   205   278   393   470   380   472 0.70 NZ_ABAM02000001.1_3577 # 3872343 # 3873761 # 1 # ID=2_3577;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.564
NZ_ABAM02000001.1:1655650-1656768|- -            373 58708at91347         -            281    0.0021   15.3   0.1   1   1   8.3e-06    0.0036   14.5   0.1     3    31     3    31     1    44 0.86 NZ_ABAM02000001.1_1486 # 1655650 # 1656768 # -1 # ID=2_1486;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.559
NZ_ABAM02000001.1:3759950-3761968|+ -            673 58708at91347         -            281    0.0025   15.0   0.5   1   3       3.2   1.4e+03   -3.8   0.0    17    56    41    84    37   104 0.54 NZ_ABAM02000001.1_3466 # 3759950 # 3761968 # 1 # ID=2_3466;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587
