#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEL01000012.1:120131-121954|- -            608 9913at91347          -            518  1.6e-292  968.4   2.3   1   1  5.1e-295  2.8e-292  967.6   2.3     1   518     5   602     5   602 0.91 NZ_ABEL01000012.1_116 # 120131 # 121954 # -1 # ID=37_116;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.538
NZ_ABEL01000026.1:19254-21053|+   -            600 9913at91347          -            518   1.4e-32  110.8   1.7   1   3   1.3e-34   7.4e-32  108.3   0.1     1   209     4   230     4   249 0.81 NZ_ABEL01000026.1_20 # 19254 # 21053 # 1 # ID=23_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.529
NZ_ABEL01000026.1:19254-21053|+   -            600 9913at91347          -            518   1.4e-32  110.8   1.7   2   3      0.56   3.1e+02   -2.6   0.0   306   341   340   376   337   386 0.75 NZ_ABEL01000026.1_20 # 19254 # 21053 # 1 # ID=23_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.529
NZ_ABEL01000026.1:19254-21053|+   -            600 9913at91347          -            518   1.4e-32  110.8   1.7   3   3     0.078        43    0.2   0.1   347   444   420   521   408   560 0.75 NZ_ABEL01000026.1_20 # 19254 # 21053 # 1 # ID=23_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.529
NZ_ABEL01000014.1:88095-89684|-   -            530 9913at91347          -            518   3.4e-15   53.4   0.3   1   2   1.6e-17   8.7e-15   52.0   0.0     2   121    14   147    13   165 0.80 NZ_ABEL01000014.1_84 # 88095 # 89684 # -1 # ID=35_84;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.543
NZ_ABEL01000014.1:88095-89684|-   -            530 9913at91347          -            518   3.4e-15   53.4   0.3   2   2      0.33   1.8e+02   -1.9   0.0   437   452   355   370   351   385 0.80 NZ_ABEL01000014.1_84 # 88095 # 89684 # -1 # ID=35_84;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.543
NZ_ABEL01000006.1:173579-176257|- -            893 9913at91347          -            518   1.3e-12   44.9   0.6   1   1   5.2e-15   2.9e-12   43.7   0.6     4   121   396   505   394   560 0.78 NZ_ABEL01000006.1_164 # 173579 # 176257 # -1 # ID=43_164;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.554
NZ_ABEL01000043.1:2-1645|+        -            548 9913at91347          -            518   1.4e-12   44.7   0.0   1   2   7.6e-15   4.2e-12   43.2   0.0   180   358   183   365   158   382 0.75 NZ_ABEL01000043.1_1 # 2 # 1645 # 1 # ID=6_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.519
NZ_ABEL01000043.1:2-1645|+        -            548 9913at91347          -            518   1.4e-12   44.7   0.0   2   2       0.3   1.7e+02   -1.7   0.0   366   402   508   545   467   547 0.63 NZ_ABEL01000043.1_1 # 2 # 1645 # 1 # ID=6_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.519
NZ_ABEL01000005.1:92124-93563|-   -            480 9913at91347          -            518   7.4e-09   32.5   0.1   1   3      0.18        98   -0.9   0.0     9    25    35    51    31    77 0.78 NZ_ABEL01000005.1_100 # 92124 # 93563 # -1 # ID=44_100;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.549
NZ_ABEL01000005.1:92124-93563|-   -            480 9913at91347          -            518   7.4e-09   32.5   0.1   2   3   2.5e-10   1.4e-07   28.3   0.0    31   120    81   172    71   219 0.81 NZ_ABEL01000005.1_100 # 92124 # 93563 # -1 # ID=44_100;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.549
NZ_ABEL01000005.1:92124-93563|-   -            480 9913at91347          -            518   7.4e-09   32.5   0.1   3   3     0.065        36    0.5   0.0   181   241   262   320   249   341 0.77 NZ_ABEL01000005.1_100 # 92124 # 93563 # -1 # ID=44_100;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.549
NZ_ABEL01000003.1:267290-269140|- -            617 9913at91347          -            518   4.7e-08   29.8   0.0   1   1   1.1e-10   6.2e-08   29.4   0.0     4   131     3   127     1   197 0.79 NZ_ABEL01000003.1_232 # 267290 # 269140 # -1 # ID=46_232;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.573
NZ_ABEL01000007.1:117974-119446|- -            491 9913at91347          -            518      0.01   12.2   0.1   1   2    0.0038       2.1    4.6   0.0    80   124    82   127    51   137 0.80 NZ_ABEL01000007.1_96 # 117974 # 119446 # -1 # ID=42_96;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.547
NZ_ABEL01000007.1:117974-119446|- -            491 9913at91347          -            518      0.01   12.2   0.1   2   2    0.0023       1.3    5.3   0.0    81   158   286   361   254   385 0.84 NZ_ABEL01000007.1_96 # 117974 # 119446 # -1 # ID=42_96;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.547
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/9913at91347.hmm
# Target file:     reports/busco-results/GCF_000171315.1_ASM17131v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout reports/busco-results/GCF_000171315.1_ASM17131v1_genomic.fna/run_enterobacterales_odb10/hmmer_output/9913at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/9913at91347.hmm reports/busco-results/GCF_000171315.1_ASM17131v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Sat Feb 21 23:26:25 2026
# [ok]
