#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEI01000004.1:261072-262040|- -            323 58708at91347         -            281  1.8e-151  501.0   0.2   1   1  2.2e-153  9.5e-151  498.7   0.2     1   280     5   316     5   317 0.93 NZ_ABEI01000004.1_246 # 261072 # 262040 # -1 # ID=50_246;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.549
NZ_ABEI01000007.1:172748-174313|+ -            522 58708at91347         -            281   2.9e-55  185.4   0.6   1   1   2.4e-57     1e-54  183.6   0.6     4   278   214   515   211   518 0.85 NZ_ABEI01000007.1_163 # 172748 # 174313 # 1 # ID=47_163;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.550
NZ_ABEI01000011.1:7485-8837|+     -            451 58708at91347         -            281     9e-08   29.6   1.4   1   2      0.89   3.9e+02   -2.0   0.2     2    42     4    44     3    49 0.82 NZ_ABEI01000011.1_8 # 7485 # 8837 # 1 # ID=43_8;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.552
NZ_ABEI01000011.1:7485-8837|+     -            451 58708at91347         -            281     9e-08   29.6   1.4   2   2   7.8e-10   3.4e-07   27.7   0.0    69   254   106   306    72   319 0.71 NZ_ABEI01000011.1_8 # 7485 # 8837 # 1 # ID=43_8;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.552
NZ_ABEI01000003.1:223329-224753|+ -            475 58708at91347         -            281   1.2e-07   29.2   3.3   1   2     5e-06    0.0022   15.2   0.1     2    36     6    40     5    53 0.86 NZ_ABEI01000003.1_197 # 223329 # 224753 # 1 # ID=51_197;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.543
NZ_ABEI01000003.1:223329-224753|+ -            475 58708at91347         -            281   1.2e-07   29.2   3.3   2   2   1.5e-05    0.0064   13.7   0.7   137   254   178   316   173   325 0.64 NZ_ABEI01000003.1_197 # 223329 # 224753 # 1 # ID=51_197;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.543
NZ_ABEI01000008.1:220221-221639|+ -            473 58708at91347         -            281   0.00012   19.3   0.2   1   3    0.0019      0.84    6.7   0.0     3    40   147   185   145   190 0.81 NZ_ABEI01000008.1_214 # 220221 # 221639 # 1 # ID=46_214;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.564
NZ_ABEI01000008.1:220221-221639|+ -            473 58708at91347         -            281   0.00012   19.3   0.2   2   3     0.099        44    1.1   0.0   134   149   287   302   281   324 0.72 NZ_ABEI01000008.1_214 # 220221 # 221639 # 1 # ID=46_214;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.564
NZ_ABEI01000008.1:220221-221639|+ -            473 58708at91347         -            281   0.00012   19.3   0.2   3   3   0.00095      0.42    7.7   0.0   205   278   393   470   380   472 0.70 NZ_ABEI01000008.1_214 # 220221 # 221639 # 1 # ID=46_214;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.564
NZ_ABEI01000025.1:21355-22473|-   -            373 58708at91347         -            281    0.0021   15.3   0.1   1   1   8.3e-06    0.0037   14.5   0.1     3    31     3    31     1    44 0.86 NZ_ABEI01000025.1_26 # 21355 # 22473 # -1 # ID=29_26;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.557
NZ_ABEI01000008.1:112925-114943|+ -            673 58708at91347         -            281    0.0025   15.0   0.5   1   3       3.2   1.4e+03   -3.8   0.0    17    56    41    84    37   104 0.54 NZ_ABEI01000008.1_107 # 112925 # 114943 # 1 # ID=46_107;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.586
NZ_ABEI01000008.1:112925-114943|+ -            673 58708at91347         -            281    0.0025   15.0   0.5   2   3   7.4e-05     0.032   11.4   0.0     2    46   374   419   373   452 0.84 NZ_ABEI01000008.1_107 # 112925 # 114943 # 1 # ID=46_107;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.586
NZ_ABEI01000008.1:112925-114943|+ -            673 58708at91347         -            281    0.0025   15.0   0.5   3   3     0.099        44    1.1   0.0   135   155   496   516   494   523 0.81 NZ_ABEI01000008.1_107 # 112925 # 114943 # 1 # ID=46_107;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.586
