#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEL01000008.1:91575-92891|-   -            439 38133at91347         -            376  5.7e-180  596.2   0.0   1   1  1.5e-182  8.4e-180  595.7   0.0     1   376     1   438     1   438 0.90 NZ_ABEL01000008.1_82 # 91575 # 92891 # -1 # ID=41_82;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.581
NZ_ABEL01000008.1:93970-95328|-   -            453 38133at91347         -            376   1.1e-13   49.0   0.3   1   1   4.6e-12   2.6e-09   34.6   0.3    90   292   100   350    85   366 0.68 NZ_ABEL01000008.1_84 # 93970 # 95328 # -1 # ID=41_84;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.567
NZ_ABEL01000008.1:87673-89148|-   -            492 38133at91347         -            376   2.8e-12   44.3   0.0   1   2   2.4e-10   1.3e-07   28.9   0.0    52   181    73   215    18   238 0.72 NZ_ABEL01000008.1_79 # 87673 # 89148 # -1 # ID=41_79;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.563
NZ_ABEL01000008.1:87673-89148|-   -            492 38133at91347         -            376   2.8e-12   44.3   0.0   2   2   1.5e-05    0.0084   13.1   0.0   224   264   290   330   260   337 0.91 NZ_ABEL01000008.1_79 # 87673 # 89148 # -1 # ID=41_79;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.563
NZ_ABEL01000008.1:95325-96812|-   -            496 38133at91347         -            376   2.6e-10   37.9   0.9   1   3   8.5e-07   0.00047   17.3   0.2    88   130   107   149   102   153 0.92 NZ_ABEL01000008.1_85 # 95325 # 96812 # -1 # ID=41_85;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.590
NZ_ABEL01000008.1:95325-96812|-   -            496 38133at91347         -            376   2.6e-10   37.9   0.9   2   3   4.9e-07   0.00027   18.1   0.0   138   198   182   246   157   262 0.83 NZ_ABEL01000008.1_85 # 95325 # 96812 # -1 # ID=41_85;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.590
NZ_ABEL01000008.1:95325-96812|-   -            496 38133at91347         -            376   2.6e-10   37.9   0.9   3   3      0.52   2.9e+02   -1.8   0.0   220   262   301   343   298   350 0.79 NZ_ABEL01000008.1_85 # 95325 # 96812 # -1 # ID=41_85;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.590
NZ_ABEL01000011.1:129944-131317|- -            458 38133at91347         -            376   0.00012   19.2   0.0   1   2     0.018        10    3.0   0.0    91   120   104   133    95   192 0.83 NZ_ABEL01000011.1_115 # 129944 # 131317 # -1 # ID=38_115;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.587
NZ_ABEL01000011.1:129944-131317|- -            458 38133at91347         -            376   0.00012   19.2   0.0   2   2     1e-05    0.0057   13.7   0.0   212   288   265   346   247   356 0.86 NZ_ABEL01000011.1_115 # 129944 # 131317 # -1 # ID=38_115;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.587
NZ_ABEL01000006.1:218963-220381|+ -            473 38133at91347         -            376   0.00013   19.2   0.0   1   2   3.4e-05     0.019   12.0   0.0     5    38   145   178   142   186 0.91 NZ_ABEL01000006.1_208 # 218963 # 220381 # 1 # ID=43_208;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562
NZ_ABEL01000006.1:218963-220381|+ -            473 38133at91347         -            376   0.00013   19.2   0.0   2   2    0.0045       2.5    5.0   0.0     4    32   285   313   282   332 0.82 NZ_ABEL01000006.1_208 # 218963 # 220381 # 1 # ID=43_208;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562
